,Date Local,County Code,State Code,Site Num,NO2 Mean,NO2 1st Max Value,NO2 1st Max Hour,NO2 AQI,O3 Mean,O3 1st Max Value,O3 1st Max Hour,O3 AQI,SO2 Mean,SO2 1st Max Value,SO2 1st Max Hour,SO2 AQI,CO Mean,CO 1st Max Value,CO 1st Max Hour,CO AQI
72024,2015-01-03,25,6.0,5.0,19.916667,44.6,9.0,42.0,0.010792,0.03,9.0,28.0,1.2229165,2.25,10.0,3.0,1.084396,2.5505000000000004,0.5,28.0
72038,2015-01-04,25,6.0,5.0,13.245833,27.7,22.0,25.0,0.019458,0.04,10.0,37.0,0.6666664999999999,1.5499999999999998,13.5,1.0,0.5403125,1.8940000000000001,0.5,18.0
72052,2015-01-05,25,6.0,5.0,17.054167,32.9,18.0,30.0,0.013041999999999998,0.035,9.0,32.0,0.48958350000000006,1.05,22.0,1.0,0.557333,1.6844999999999999,22.5,15.0
72066,2015-01-06,25,6.0,5.0,19.025,33.0,17.0,31.0,0.010333,0.028,9.0,26.0,0.6395835000000001,1.35,19.5,1.0,0.8251249999999999,1.766,9.5,17.0
72080,2015-01-07,25,6.0,5.0,17.895833,33.8,17.0,31.0,0.0095,0.025,8.0,23.0,0.8625,2.4,20.0,3.0,0.9335420000000001,3.605,21.5,28.0
72094,2015-01-08,25,6.0,5.0,26.479167,54.2,11.0,51.0,0.005083,0.014,9.0,13.0,1.5270835,2.75,10.5,3.0,1.5274375,3.7885,10.5,32.0
72108,2015-01-09,25,6.0,5.0,27.2625,50.1,11.0,47.0,0.011042,0.032,9.0,30.0,1.375,2.05,6.5,3.0,1.7643330000000002,3.7555,1.5,44.0
72121,2015-01-10,25,6.0,5.0,19.7625,35.6,18.0,33.0,0.010708,0.03,9.0,28.0,1.1104165,2.9,11.5,4.0,0.8364375,1.6895000000000002,6.0,16.0
72134,2015-01-11,25,6.0,5.0,10.533333,20.5,3.0,19.0,0.016291999999999997,0.029,11.0,27.0,0.5520835000000001,1.3,10.5,1.0,0.4015835,0.9279999999999999,1.5,9.0
72147,2015-01-12,25,6.0,5.0,14.229167000000002,26.9,20.0,25.0,0.0115,0.03,9.0,28.0,0.45416650000000003,1.1,21.5,1.0,0.6134375,2.284,22.5,20.0
72161,2015-01-13,25,6.0,5.0,12.126087,24.0,19.0,23.0,0.017958000000000002,0.032,9.0,30.0,0.3360245,0.8,1.0,0.0,0.511587,2.0405,0.5,25.0
72175,2015-01-14,25,6.0,5.0,13.308696,30.8,19.0,28.0,0.015875,0.032,9.0,30.0,0.525155,1.7000000000000002,22.0,3.0,0.520775,2.9575,22.0,18.0
72189,2015-01-15,25,6.0,5.0,12.656522,24.4,17.0,23.0,0.018042,0.032,9.0,30.0,0.33323,0.44999999999999996,4.0,0.0,0.3566195,1.22,3.5,18.0
72203,2015-01-16,25,6.0,5.0,14.039129999999998,31.7,18.0,29.0,0.016375,0.035,9.0,32.0,0.5136645,1.6,22.0,1.0,0.5642645,2.7945,22.0,20.0
72217,2015-01-17,25,6.0,5.0,15.856522,29.3,18.0,27.0,0.015291999999999997,0.036000000000000004,9.0,33.0,0.504348,0.95,15.5,1.0,0.671366,1.9685000000000001,10.5,22.0
72231,2015-01-18,25,6.0,5.0,15.426087,30.6,19.0,28.0,0.014375,0.036000000000000004,9.0,33.0,0.47267099999999995,0.8999999999999999,22.0,1.0,0.578395,1.6590000000000003,10.5,14.0
72245,2015-01-19,25,6.0,5.0,17.934783,32.1,18.0,30.0,0.012458,0.033,9.0,31.0,0.43385050000000003,0.75,7.5,0.0,0.571949,1.299,3.5,14.0
72259,2015-01-20,25,6.0,5.0,19.273913,35.7,18.0,33.0,0.013625,0.032,9.0,30.0,0.6776395,1.9499999999999997,19.5,3.0,0.6243695,1.3125,7.5,10.0
72273,2015-01-21,25,6.0,5.0,9.978261,21.6,7.0,20.0,0.024875,0.036000000000000004,9.0,33.0,0.2857145,0.5,10.0,0.0,0.254464,0.6765,3.5,9.0
72287,2015-01-22,25,6.0,5.0,14.973913,33.6,18.0,31.0,0.01725,0.039,9.0,36.0,0.388509,1.05,22.0,1.0,0.44377150000000004,1.3465,22.5,11.0
72301,2015-01-23,25,6.0,5.0,21.978261,32.9,18.0,30.0,0.012708,0.029,9.0,27.0,0.826087,1.95,7.5,3.0,1.1457535,2.9154999999999998,6.5,25.0
72315,2015-01-24,25,6.0,5.0,9.008696,22.0,6.0,21.0,0.024708,0.036000000000000004,9.0,33.0,0.33540400000000004,0.8999999999999999,7.5,1.0,0.2824815,0.736,2.5,8.0
72329,2015-01-25,25,6.0,5.0,11.282609,30.3,19.0,28.0,0.017958000000000002,0.036000000000000004,9.0,33.0,0.5453414999999999,1.65,20.0,1.0,0.36800750000000004,1.3824999999999998,22.0,11.0
72343,2015-01-26,25,6.0,5.0,13.747826000000002,26.5,5.0,25.0,0.008417000000000001,0.014,9.0,13.0,0.48944100000000007,1.05,5.0,1.0,0.5108985,1.154,1.5,13.0
72357,2015-01-27,25,6.0,5.0,11.391304,23.1,18.0,22.0,0.010958,0.027000000000000003,9.0,25.0,0.23975149999999998,0.5,19.5,0.0,0.30565200000000003,0.7475,20.5,6.0
72371,2015-01-28,25,6.0,5.0,12.652174,24.3,17.0,23.0,0.012958,0.027000000000000003,9.0,25.0,0.24968949999999998,0.35000000000000003,18.0,0.0,0.2998915,0.6555,3.5,6.0
72385,2015-01-29,25,6.0,5.0,14.966667,26.4,18.0,25.0,0.006375,0.014,0.0,13.0,0.5255555000000001,1.0,22.5,1.0,0.5492815,1.557,22.5,16.0
72399,2015-01-30,25,6.0,5.0,14.384211,25.3,20.0,24.0,0.011875,0.029,10.0,27.0,0.3325,0.7,6.5,1.0,0.4188575,1.2315,11.5,15.0
72413,2015-01-31,25,6.0,5.0,11.921739,20.7,1.0,19.0,0.013333,0.026,9.0,24.0,0.2878885,0.55,1.0,0.0,0.35737300000000005,0.8785000000000001,1.5,9.0
72427,2015-02-01,25,6.0,5.0,13.147826,32.3,19.0,30.0,0.01525,0.035,9.0,32.0,0.44099350000000004,1.5,22.5,1.0,0.4541775,2.0635,22.5,16.0
72441,2015-02-02,25,6.0,5.0,20.065217,36.5,18.0,34.0,0.012542,0.034,9.0,31.0,0.6704969999999999,1.55,23.0,1.0,0.8709815000000001,2.73,12.5,22.0
72455,2015-02-03,25,6.0,5.0,29.03913,46.1,19.0,43.0,0.013375,0.037000000000000005,9.0,34.0,0.929503,1.5499999999999998,1.0,1.0,1.0559094999999998,2.51,0.5,24.0
72469,2015-02-04,25,6.0,5.0,31.113043,47.6,19.0,44.0,0.015291999999999997,0.043,9.0,40.0,1.2186335000000001,2.0,20.0,3.0,1.1285435000000001,2.494,21.5,22.0
72482,2015-02-05,25,6.0,5.0,25.121739,44.3,18.0,42.0,0.017458,0.046,9.0,43.0,0.860559,1.4,9.5,1.5,0.828576,1.9425,3.5,18.5
72496,2015-02-06,25,6.0,5.0,37.491304,76.6,9.0,74.0,0.012916999999999998,0.036000000000000004,9.0,33.0,2.8152175,7.550000000000001,16.5,8.25,0.988297,2.56,9.0,16.25
72510,2015-02-07,25,6.0,5.0,28.334783,60.9,9.0,57.0,0.015208,0.037000000000000005,9.0,34.0,2.1860245000000003,4.75,17.0,6.0,0.916058,2.0415,8.5,16.25
72524,2015-02-08,25,6.0,5.0,15.730435,30.6,19.0,28.0,0.013125,0.032,10.0,30.0,0.7807455,1.5,8.0,1.5,0.5274455,1.5505,7.0,11.25
72538,2015-02-09,25,6.0,5.0,17.152174,36.4,19.0,34.0,0.01475,0.03,9.0,28.0,0.772671,1.95,19.5,2.5,0.5364315,1.69,20.5,8.25
72552,2015-02-10,25,6.0,5.0,16.46087,42.1,18.0,40.0,0.023208000000000003,0.042,9.0,39.0,0.5239130000000001,0.75,6.5,0.75,0.482964,1.5979999999999999,3.0,8.25
72565,2015-02-11,25,6.0,5.0,10.969565,38.1,19.0,36.0,0.02675,0.04,9.0,37.0,0.29720500000000005,0.6,19.5,4.25,0.2151595,0.5609999999999999,10.0,5.25
72578,2015-02-12,25,6.0,5.0,18.205882,30.2,20.0,28.0,0.009143,0.018000000000000002,0.0,17.0,0.315441,0.8500000000000001,23.0,3.5,0.410269,1.2625,23.0,8.0
72592,2015-02-13,25,6.0,5.0,23.765217,52.8,18.0,49.0,0.018792,0.043,9.0,40.0,1.336646,3.7,22.5,4.75,1.289815,3.661,22.5,24.0
72606,2015-02-14,25,6.0,5.0,20.752174,49.6,18.0,46.0,0.0255,0.048,9.0,44.0,1.0164594999999998,3.5,22.5,5.25,0.873645,3.3200000000000003,11.5,26.0
72620,2015-02-15,25,6.0,5.0,11.83913,20.4,22.0,19.0,0.022292,0.046,10.0,43.0,0.9236025,2.4,13.0,2.5,0.40461949999999997,0.939,11.0,12.75
72634,2015-02-16,25,6.0,5.0,15.713043,27.8,21.0,25.0,0.009625,0.022,10.0,20.0,1.2378885,4.4,13.0,4.5,0.454547,0.6835,6.5,5.25
72648,2015-02-17,25,6.0,5.0,13.835,36.8,19.0,34.0,0.013875,0.038,11.0,35.0,0.4190475,1.0,10.0,4.0,0.377972,0.9645,10.0,5.75
72662,2015-02-18,25,6.0,5.0,22.108696,40.4,19.0,38.0,0.018833000000000003,0.045,9.0,42.0,1.039441,2.25,21.5,4.0,0.731989,2.0045,22.0,14.5
72675,2015-02-19,25,6.0,5.0,31.477778000000004,52.8,18.0,49.0,0.0058,0.018000000000000002,13.0,17.0,1.66,3.3,16.5,4.0,1.187,1.9020000000000001,11.5,17.75
72689,2015-02-20,25,6.0,5.0,30.878261,55.2,10.0,52.0,0.010458,0.029,9.0,27.0,2.2378885,5.1,10.5,5.5,0.9545835,1.547,22.5,12.0
72703,2015-02-21,25,6.0,5.0,13.826087,30.9,8.0,28.0,0.025292,0.035,9.0,32.0,1.5127329999999999,5.75,17.0,7.75,0.6282535,1.2195,1.5,12.5
72716,2015-02-22,25,6.0,5.0,3.321739,9.4,8.0,8.0,0.031042,0.038,10.0,35.0,0.2245345,1.1,9.5,1.75,0.23692400000000002,0.332,4.0,4.75
72730,2015-02-23,25,6.0,5.0,3.3,7.3,18.0,7.0,0.037833,0.045,8.0,42.0,0.0108695,0.05,5.5,0.25,0.234192,0.3155,17.0,4.5
72744,2015-02-24,25,6.0,5.0,10.818182,33.5,19.0,31.0,0.023125,0.039,9.0,36.0,0.1174245,0.35000000000000003,19.5,0.25,0.279061,0.47,20.5,5.0
72758,2015-02-25,25,6.0,5.0,25.908696,46.2,19.0,43.0,0.017292,0.045,10.0,42.0,1.720497,4.05,22.0,5.5,0.88554,2.266,22.0,15.75
72772,2015-02-26,25,6.0,5.0,24.388889,36.4,21.0,34.0,0.012667,0.038,11.0,35.0,1.8888889999999998,2.9,15.0,7.25,0.944833,1.9815,0.5,18.75
72785,2015-02-27,25,6.0,5.0,10.6,34.6,8.0,32.0,0.034792000000000003,0.049,9.0,45.0,0.8881985,4.35,3.5,7.75,0.510721,1.2915,4.0,11.0
72799,2015-02-28,25,6.0,5.0,1.434783,2.8,20.0,2.0,0.039417,0.041,0.0,38.0,0.38944100000000004,3.1500000000000004,3.5,7.0,0.116065,0.1235,10.0,2.0
72813,2015-03-01,25,6.0,5.0,3.26087,7.3,6.0,7.0,0.028958,0.034,9.0,31.0,0.295963,1.15,6.5,3.25,0.152547,0.21999999999999997,6.0,3.25
72827,2015-03-02,25,6.0,5.0,7.252174,20.5,7.0,19.0,0.026875,0.038,10.0,35.0,0.41875,1.35,6.5,3.25,0.217051,0.3975,6.5,3.5
72867,2015-03-05,25,6.0,5.0,13.878260999999998,29.9,2.0,27.0,0.029292,0.044,9.0,41.0,0.190909,0.4,19.0,0.25,0.4599455,1.5705,0.5,14.0
72881,2015-03-06,25,6.0,5.0,9.226087,30.1,20.0,28.0,0.028917,0.042,9.0,39.0,0.1518635,0.35000000000000003,20.0,0.25,0.207837,0.399,20.5,3.0
72895,2015-03-07,25,6.0,5.0,13.886957,37.8,22.0,35.0,0.026083,0.047,10.0,44.0,0.47267099999999995,1.9499999999999997,22.5,3.25,0.335123,1.2025000000000001,22.0,7.25
72909,2015-03-08,25,6.0,5.0,16.278260999999997,48.7,19.0,45.0,0.028417,0.051,10.0,47.0,0.6397515,1.9,13.5,3.25,0.5122175000000001,1.163,7.5,8.25
72923,2015-03-09,25,6.0,5.0,20.773913,46.9,19.0,43.0,0.023125,0.05,9.0,46.0,1.1819875,3.65,14.5,4.75,0.6751484999999999,1.7865000000000002,7.0,11.0
72937,2015-03-10,25,6.0,5.0,19.768182,41.2,21.0,39.0,0.018000000000000002,0.043,10.0,40.0,1.3357895,4.949999999999999,22.0,6.25,0.8171535,2.5645,22.0,16.0
72951,2015-03-11,25,6.0,5.0,21.917391,39.1,8.0,37.0,0.032208,0.052000000000000005,10.0,48.0,1.3798135,3.6,1.0,4.75,1.087536,3.14,3.5,25.5
72965,2015-03-12,25,6.0,5.0,7.013043,17.5,6.0,16.0,0.034332999999999995,0.048,10.0,44.0,0.20869549999999998,0.35000000000000003,10.0,0.0,0.1678295,0.245,3.0,2.25
72979,2015-03-13,25,6.0,5.0,7.191304,20.7,20.0,19.0,0.031375,0.045,10.0,42.0,0.16770200000000002,0.3,15.0,0.25,0.1757645,0.2595,10.0,2.25
72993,2015-03-14,25,6.0,5.0,12.878261,29.9,5.0,27.0,0.034917000000000004,0.06,10.0,67.0,0.31397549999999996,0.65,6.5,0.0,0.271598,0.6565,5.5,5.5
73007,2015-03-15,25,6.0,5.0,14.552174,38.9,20.0,36.0,0.029125,0.052000000000000005,9.0,48.0,0.5158385,1.75,22.0,2.25,0.346188,0.905,21.5,6.0
73021,2015-03-16,25,6.0,5.0,16.613042999999998,53.7,19.0,50.0,0.034417,0.052000000000000005,9.0,48.0,0.48788849999999995,1.65,19.5,1.0,0.370453,0.923,9.5,7.75
73035,2015-03-17,25,6.0,5.0,15.4,40.8,8.0,38.0,0.030792,0.05,10.0,46.0,1.7947205000000002,5.3999999999999995,10.5,7.0,0.443489,1.2195,8.0,8.25
73049,2015-03-18,25,6.0,5.0,12.013043,24.3,21.0,23.0,0.030667000000000007,0.047,11.0,44.0,1.2897515,4.5,10.5,4.5,0.29639150000000003,0.5705,7.0,4.25
73063,2015-03-19,25,6.0,5.0,15.534783,33.2,6.0,31.0,0.028458,0.045,9.0,42.0,0.602174,1.75,7.5,2.25,0.3651415,0.813,6.5,5.25
73077,2015-03-20,25,6.0,5.0,18.086957,48.0,20.0,45.0,0.029125,0.06,10.0,67.0,0.9055899999999999,1.9,16.0,3.25,0.49770649999999994,1.2610000000000001,15.0,7.5
73091,2015-03-21,25,6.0,5.0,11.413043,32.0,3.0,30.0,0.039417,0.058,11.0,61.0,1.1453415,3.75,16.5,4.75,0.422949,0.9385,2.5,9.0
73105,2015-03-22,25,6.0,5.0,7.991303999999999,33.6,2.0,31.0,0.039083,0.054000000000000006,10.0,50.0,0.904969,3.2,10.5,3.0,0.251797,0.736,4.5,5.75
73119,2015-03-23,25,6.0,5.0,5.265217,14.3,6.0,13.0,0.042167,0.052000000000000005,9.0,48.0,0.165528,0.3,10.5,0.25,0.174,0.317,6.0,2.0
73133,2015-03-24,25,6.0,5.0,8.008696,30.3,7.0,28.0,0.039083,0.053,10.0,49.0,0.3065215,1.25,7.5,1.0,0.2568405,0.7215,7.5,5.75
73147,2015-03-25,25,6.0,5.0,7.6826089999999985,29.4,20.0,27.0,0.031125,0.044,9.0,41.0,0.16770200000000002,0.35000000000000003,14.0,1.0,0.187971,0.38,21.5,4.25
73161,2015-03-26,25,6.0,5.0,11.556522,35.4,20.0,33.0,0.026792000000000003,0.047,10.0,44.0,0.434472,1.7000000000000002,22.5,1.0,0.305721,1.0735,22.5,7.25
73175,2015-03-27,25,6.0,5.0,17.347826,49.3,20.0,46.0,0.02425,0.045,10.0,42.0,0.9192545,3.7,21.5,4.75,0.5052715000000001,1.7890000000000001,21.5,12.5
73189,2015-03-28,25,6.0,5.0,11.973913,30.1,6.0,28.0,0.043333,0.064,9.0,80.0,0.5670805,1.2500000000000002,11.5,0.75,0.44363050000000004,1.24,3.0,13.25
73203,2015-03-29,25,6.0,5.0,13.643478,45.5,19.0,42.0,0.033125,0.057,10.0,58.0,0.6813665,1.75,19.5,2.25,0.351062,0.864,7.0,5.25
73217,2015-03-30,25,6.0,5.0,14.004348,45.3,19.0,42.0,0.035875,0.064,9.0,80.0,0.812422,1.9500000000000002,19.5,2.5,0.356123,0.7415,6.5,5.25
73231,2015-03-31,25,6.0,5.0,8.891304,24.7,6.0,23.0,0.038292,0.053,10.0,49.0,1.0686334999999998,3.25,8.0,4.0,0.2819785,0.6355,8.5,6.0
73245,2015-04-01,25,6.0,5.0,8.486957,31.3,6.0,29.0,0.049833,0.064,9.0,80.0,0.4037265,1.35,7.0,1.0,0.2569095,0.7615,6.0,5.0
73259,2015-04-02,25,6.0,5.0,9.143478,29.1,5.0,27.0,0.040542,0.063,10.0,77.0,0.5059005,1.0,6.5,1.5,0.242489,0.528,7.5,5.25
73273,2015-04-03,25,6.0,5.0,9.721739,38.3,20.0,36.0,0.033125,0.053,10.0,49.0,0.47701899999999997,1.5499999999999998,21.5,1.0,0.314047,1.1425,22.5,8.25
73287,2015-04-04,25,6.0,5.0,5.934783,26.0,0.0,25.0,0.047417,0.058,10.0,61.0,0.47484499999999996,0.95,16.0,1.0,0.308775,0.994,0.5,9.75
73301,2015-04-05,25,6.0,5.0,4.66087,20.5,5.0,19.0,0.05125,0.062,12.0,74.0,0.6863355,1.9000000000000001,8.0,2.25,0.205058,0.36850000000000005,7.0,3.0
73315,2015-04-06,25,6.0,5.0,2.021739,3.8,19.0,3.0,0.050792,0.056,10.0,54.0,0.104348,0.15,8.5,0.25,0.151975,0.1885,9.5,2.75
73329,2015-04-07,25,6.0,5.0,1.526087,2.9,18.0,2.0,0.04925,0.055,10.0,51.0,0.090683,0.1,4.0,0.0,0.12987300000000002,0.1805,8.0,2.75
73343,2015-04-08,25,6.0,5.0,7.314286,33.3,20.0,31.0,0.039273,0.056,9.0,54.0,0.1892855,0.5,20.0,0.0,0.200409,0.419,20.0,3.0
73356,2015-04-09,25,6.0,5.0,9.83913,48.3,20.0,45.0,0.041375,0.063,10.0,77.0,0.3381985,1.55,20.0,2.25,0.264297,0.654,21.0,4.5
73369,2015-04-10,25,6.0,5.0,11.4,36.2,6.0,34.0,0.042042,0.061,10.0,71.0,0.6080745000000001,1.6,7.0,2.5,0.3345,0.853,6.0,5.75
73383,2015-04-11,25,6.0,5.0,9.83913,27.9,22.0,25.0,0.044708,0.065,10.0,84.0,0.8475155,2.4,7.5,2.25,0.2653405,0.42300000000000004,11.0,3.0
73397,2015-04-12,25,6.0,5.0,8.034783000000001,18.2,22.0,17.0,0.042583,0.073,10.0,108.0,0.8798135,1.95,22.0,2.25,0.2297535,0.3055,10.0,3.0
73411,2015-04-13,25,6.0,5.0,14.5,32.2,7.0,30.0,0.037833,0.064,10.0,80.0,1.6916665,3.85,12.5,4.75,0.38387499999999997,0.8655,7.5,6.5
73425,2015-04-14,25,6.0,5.0,9.116667,32.8,7.0,30.0,0.045583,0.059,10.0,64.0,0.7895835,2.6500000000000004,13.5,3.0,0.29470850000000004,0.721,7.0,5.25
73439,2015-04-15,25,6.0,5.0,5.069565,20.1,23.0,19.0,0.041375,0.057,10.0,58.0,0.17701899999999998,0.4,23.0,0.0,0.19904349999999998,0.29200000000000004,11.5,2.0
73453,2015-04-16,25,6.0,5.0,14.813043,42.5,21.0,40.0,0.031,0.056,10.0,54.0,0.720807,3.1,23.0,4.0,0.394377,1.424,23.0,10.0
73466,2015-04-17,25,6.0,5.0,17.965217000000006,41.3,21.0,39.0,0.035167000000000004,0.061,10.0,71.0,1.1245345,3.85,22.0,6.0,0.649547,1.7355,12.5,16.0
73480,2015-04-18,25,6.0,5.0,13.734782999999998,45.1,7.0,42.0,0.051667,0.077,9.0,122.0,1.4307455,3.3,16.0,6.0,0.4136305,0.9664999999999999,3.5,10.0
73494,2015-04-19,25,6.0,5.0,12.617391,27.2,3.0,25.0,0.048292,0.07400000000000001,9.0,112.0,1.8897514999999998,7.05,11.0,11.0,0.33729700000000007,0.6245,5.5,6.0
73508,2015-04-20,25,6.0,5.0,10.369565,38.6,7.0,36.0,0.041833,0.061,9.0,71.0,1.2071429999999999,4.0,7.5,6.0,0.3067065,0.7875,7.0,6.0
73522,2015-04-21,25,6.0,5.0,4.234783,15.2,5.0,14.0,0.047042,0.062,10.0,74.0,0.23105599999999998,0.44999999999999996,13.0,0.25,0.183895,0.247,2.5,2.25
73536,2015-04-22,25,6.0,5.0,5.638095,11.8,7.0,10.0,0.046,0.055,9.0,51.0,0.8984475000000001,3.15,16.0,3.75,0.1880325,0.2515,5.0,3.5
73550,2015-04-23,25,6.0,5.0,6.526087,22.9,7.0,21.0,0.042292,0.049,10.0,45.0,0.38198750000000004,1.2,8.0,1.0,0.196953,0.3785,7.5,2.75
73564,2015-04-24,25,6.0,5.0,4.082609,20.4,7.0,19.0,0.042042,0.051,9.0,47.0,0.28198750000000006,1.3,8.0,0.75,0.173935,0.3155,6.5,2.0
73578,2015-04-25,25,6.0,5.0,2.386957,6.1,1.0,6.0,0.040042,0.046,22.0,43.0,0.024534500000000004,0.1,6.5,0.0,0.146938,0.1875,0.5,2.0
73592,2015-04-26,25,6.0,5.0,3.182609,13.6,19.0,12.0,0.046542,0.058,10.0,61.0,0.08633550000000001,0.15,13.5,0.0,0.1394165,0.23099999999999998,19.0,2.25
73606,2015-04-27,25,6.0,5.0,11.330435,53.4,21.0,50.0,0.04,0.054000000000000006,9.0,50.0,0.331677,1.8499999999999999,22.0,2.25,0.2319275,0.7979999999999999,21.0,4.5
73620,2015-04-28,25,6.0,5.0,10.673913,33.3,21.0,31.0,0.045708,0.063,10.0,77.0,0.2742235,0.44999999999999996,13.0,0.0,0.242138,0.476,3.0,4.25
73634,2015-04-29,25,6.0,5.0,18.795652,62.5,20.0,60.0,0.041167,0.064,10.0,80.0,0.668323,2.25,22.0,2.25,0.3328985,1.045,21.5,6.75
73648,2015-04-30,25,6.0,5.0,10.416667,25.9,18.0,24.0,0.050917,0.064,9.0,80.0,0.5377780000000001,1.75,19.0,2.25,0.254616,0.571,9.0,6.75
73662,2015-05-01,25,6.0,5.0,14.173913,37.0,6.0,35.0,0.039708,0.063,9.0,77.0,0.4416665,1.4499999999999997,4.0,3.0,0.29952500000000004,0.755,7.5,5.25
73715,2015-05-05,25,6.0,5.0,7.695652000000001,17.7,5.0,16.0,0.040292,0.059,10.0,64.0,0.8066665,1.75,13.5,0.75,0.200801,0.40950000000000003,5.5,3.5
73729,2015-05-06,25,6.0,5.0,4.234783,9.8,5.0,8.0,0.049083,0.061,9.0,71.0,0.1403725,0.44999999999999996,14.0,0.0,0.1726415,0.21600000000000003,2.5,2.75
73742,2015-05-07,25,6.0,5.0,2.921739,6.4,7.0,6.0,0.049792,0.053,8.0,49.0,0.2863355,1.75,11.0,2.25,0.13718799999999998,0.21350000000000002,8.0,2.25
73756,2015-05-08,25,6.0,5.0,2.321739,3.5,14.0,3.0,0.045958,0.051,8.0,47.0,0.022360500000000005,0.1,9.5,0.75,0.11743500000000001,0.1315,3.0,1.5
73770,2015-05-09,25,6.0,5.0,3.66087,8.9,19.0,8.0,0.044,0.054000000000000006,9.0,50.0,0.079193,0.15,13.5,0.25,0.143123,0.21500000000000002,12.5,2.25
73784,2015-05-10,25,6.0,5.0,11.047826,51.9,22.0,48.0,0.040083,0.061,10.0,71.0,0.427329,2.6,22.0,3.0,0.258116,1.002,22.0,5.75
73798,2015-05-11,25,6.0,5.0,10.034783,41.6,6.0,39.0,0.0525,0.067,8.0,90.0,0.7611800000000001,2.15,7.0,2.25,0.321953,0.8805000000000001,3.0,6.0
73812,2015-05-12,25,6.0,5.0,8.878261,37.8,6.0,35.0,0.046417,0.06,10.0,67.0,0.941615,2.75,7.0,2.5,0.250348,0.603,7.5,4.5
73826,2015-05-13,25,6.0,5.0,5.930435,15.3,6.0,14.0,0.051667,0.064,10.0,80.0,0.19720499999999996,0.35000000000000003,10.0,0.0,0.181489,0.2495,2.5,2.0
73840,2015-05-14,25,6.0,5.0,2.265217,3.4,0.0,3.0,0.045208,0.049,4.0,45.0,0.049689500000000004,0.1,4.0,0.0,0.130214,0.184,2.5,2.25
73854,2015-05-15,25,6.0,5.0,8.052174,32.9,22.0,30.0,0.029708,0.043,11.0,40.0,0.070497,0.65,23.0,0.25,0.2222175,1.0405,23.0,6.5
73868,2015-05-16,25,6.0,5.0,12.426087,28.6,7.0,26.0,0.038042,0.058,10.0,61.0,0.5677019999999999,1.65,7.5,0.75,0.40021399999999996,1.1755,2.0,9.0
73882,2015-05-17,25,6.0,5.0,7.426087,21.3,5.0,20.0,0.043333,0.059,10.0,64.0,0.6568325,4.0,13.5,4.5,0.2090035,0.42500000000000004,5.0,3.0
73896,2015-05-18,25,6.0,5.0,4.76087,12.9,5.0,11.0,0.049708,0.062,10.0,74.0,0.067702,0.1,5.0,0.0,0.1564675,0.20650000000000002,1.5,2.0
73910,2015-05-19,25,6.0,5.0,4.2260870000000015,7.0,18.0,7.0,0.046292,0.057,11.0,58.0,0.088509,0.15,13.0,0.0,0.1300945,0.196,9.0,2.25
73924,2015-05-20,25,6.0,5.0,9.208696,36.0,6.0,34.0,0.043542,0.059,9.0,64.0,0.7546585,2.85,16.0,3.0,0.24371400000000001,0.6645,6.5,4.5
73935,2015-05-21,25,6.0,5.0,2.495652,3.9,6.0,3.0,0.046958,0.051,9.0,47.0,0.022360500000000005,0.1,7.0,0.0,0.11343500000000001,0.132,3.0,1.5
73947,2015-05-22,25,6.0,5.0,2.9782610000000003,5.7,20.0,5.0,0.044958,0.052000000000000005,8.0,48.0,0.03323,0.1,6.5,0.0,0.127685,0.184,20.5,2.0
73960,2015-05-23,25,6.0,5.0,2.930435,4.7,5.0,4.0,0.044167000000000005,0.052000000000000005,10.0,48.0,0.022360500000000005,0.1,9.5,0.0,0.1262715,0.1855,2.5,2.0
73973,2015-05-24,25,6.0,5.0,4.113043,13.2,22.0,12.0,0.042792,0.056,11.0,54.0,0.067702,0.15,9.5,0.0,0.156775,0.261,9.5,2.25
73986,2015-05-25,25,6.0,5.0,9.852174,24.6,5.0,23.0,0.036667,0.053,9.0,49.0,1.2170805,4.3,8.0,5.25,0.24000749999999998,0.47050000000000003,7.5,4.5
73999,2015-05-26,25,6.0,5.0,10.465217,28.0,6.0,26.0,0.036708,0.059,9.0,64.0,1.6090065,4.5,14.0,5.25,0.230692,0.41600000000000004,6.5,2.75
74013,2015-05-27,25,6.0,5.0,12.952174,29.3,23.0,27.0,0.041167,0.069,9.0,97.0,1.708385,4.8,16.0,5.25,0.248964,0.405,6.0,2.75
74027,2015-05-28,25,6.0,5.0,14.817391,30.1,23.0,28.0,0.039292,0.064,9.0,80.0,1.7686335,5.449999999999999,10.5,6.75,0.312964,0.5700000000000001,7.0,4.5
74041,2015-05-29,25,6.0,5.0,17.452174,44.8,22.0,42.0,0.034875,0.06,9.0,67.0,1.8357145000000001,2.85,7.5,3.25,0.284975,0.41250000000000003,11.0,3.5
74054,2015-05-30,25,6.0,5.0,14.769565,31.2,22.0,29.0,0.033042,0.061,10.0,71.0,2.389441,5.449999999999999,11.0,6.75,0.27864500000000003,0.4225,11.0,4.5
74066,2015-05-31,25,6.0,5.0,6.908696000000001,22.8,0.0,21.0,0.042125,0.06,12.0,67.0,1.5975155,5.15,13.0,5.25,0.195688,0.44499999999999995,0.5,4.25
74078,2015-06-01,25,6.0,5.0,9.608696,37.9,7.0,35.0,0.04575,0.064,10.0,80.0,0.9972049999999999,4.05,7.5,4.5,0.2565325,0.6615,6.0,5.0
