,Date Local,County Code,State Code,Site Num,NO2 Mean,NO2 1st Max Value,NO2 1st Max Hour,NO2 AQI,O3 Mean,O3 1st Max Value,O3 1st Max Hour,O3 AQI,SO2 Mean,SO2 1st Max Value,SO2 1st Max Hour,SO2 AQI,CO Mean,CO 1st Max Value,CO 1st Max Hour,CO AQI
119,2000-01-11,13,6.0,1252.0,12.523879999999997,21.25,17.75,19.75,0.015854249999999997,0.023250000000000007,13.25,19.75,0.8767316250000001,1.4125,6.5,5.083333333333334,0.45461124999999997,0.6374999999999998,10.75,12.833333333333332
131,2000-01-12,13,6.0,1252.0,22.826087,34.25,14.5,32.5,0.005062500000000002,0.012250000000000004,9.0,10.25,2.318208875,6.4125,13.5,13.20833333333333,0.8987523749999998,1.6749999999999998,12.375,18.83333333333334
143,2000-01-13,13,6.0,1252.0,21.428557249999994,33.25,14.75,31.5,0.004372999999999998,0.011250000000000003,10.0,9.5,1.880293875,4.275,10.625,9.25,1.1102763750000002,2.1625,10.5,22.45833333333334
155,2000-01-14,13,6.0,1252.0,20.785079250000003,31.0,14.25,29.0,0.0029377500000000003,0.008250000000000004,8.75,7.0,2.5102275000000005,5.199999999999999,9.5,11.04166666666667,1.11468025,1.7874999999999999,12.75,21.79166666666666
167,2000-01-15,13,6.0,1252.0,18.4896245,25.25,12.0,23.75,0.007208250000000001,0.02650000000000001,23.0,22.5,1.837121125,2.7,6.375,6.5,1.0272111249999998,1.6,6.0,21.04166666666666
179,2000-01-16,13,6.0,1252.0,10.512846000000001,29.0,19.0,27.25,0.01883325,0.031250000000000014,5.0,26.75,1.008117,1.7,6.25,4.208333333333335,0.4820755,1.1374999999999997,21.0,15.75
191,2000-01-17,13,6.0,1252.0,14.979249,22.75,9.75,21.75,0.008839999999999999,0.013000000000000005,11.5,10.75,1.458576875,2.3625,7.625,5.708333333333335,0.65682025,1.0625,2.0,15.75
203,2000-01-18,13,6.0,1252.0,15.524183249999997,25.0,17.75,23.75,0.005224,0.013000000000000005,2.0,11.0,1.550601625,2.9875,11.75,8.375,0.5968544999999998,0.8500000000000001,15.875,14.41666666666666
215,2000-01-19,13,6.0,1252.0,14.102810249999997,20.0,12.25,19.0,0.007473250000000001,0.014,21.5,11.75,0.944452125,1.45,7.0,5.0,0.617866125,0.8500000000000001,6.875,15.04166666666666
228,2000-01-20,13,6.0,1252.0,15.402174000000002,27.75,15.25,26.25,0.012593500000000004,0.022000000000000006,9.5,18.5,1.4525973749999996,2.825,9.625,6.5,0.5726450000000001,0.8625,13.5,13.54166666666666
241,2000-01-21,13,6.0,1252.0,17.923913,29.5,7.75,27.75,0.011812500000000004,0.020000000000000004,11.75,17.0,1.17873375,2.125,8.25,5.083333333333335,0.796444625,1.6624999999999996,7.625,16.958333333333332
254,2000-01-22,13,6.0,1252.0,14.010869750000003,22.25,12.75,21.0,0.008572999999999999,0.015750000000000007,11.25,13.25,1.4547078750000002,2.7624999999999997,11.875,6.0,0.6697011250000001,0.9999999999999999,6.875,14.208333333333332
267,2000-01-23,13,6.0,1252.0,13.771739250000001,21.5,8.75,20.5,0.008876999999999998,0.015750000000000007,6.5,13.25,0.7649351249999999,1.25,5.625,3.708333333333335,0.6117526249999999,0.825,9.625,13.0
280,2000-01-24,13,6.0,1252.0,16.54728275,26.25,14.0,24.75,0.008362750000000002,0.013500000000000005,9.75,11.5,1.134577875,1.6625,7.0,5.0,0.67933875,1.05,11.875,13.583333333333332
293,2000-01-25,13,6.0,1252.0,13.967391249999997,23.5,8.25,22.25,0.014489500000000002,0.021500000000000002,9.75,18.25,1.587246,3.5125,12.25,6.416666666666665,0.6096467499999999,1.1625,4.875,13.458333333333332
306,2000-01-26,13,6.0,1252.0,16.72826075,29.25,19.25,27.5,0.0073855,0.016000000000000007,8.5,13.75,2.250134,5.2749999999999995,13.375,8.833333333333332,0.7355524999999999,1.3999999999999997,17.625,13.08333333333333
319,2000-01-27,13,6.0,1252.0,16.7391305,28.5,18.25,26.75,0.006177000000000001,0.01675,9.5,14.0,1.7603542499999998,3.9875,5.625,7.0,0.990942,1.8875,8.5,16.375
332,2000-01-28,13,6.0,1252.0,18.571640249999998,26.75,19.5,25.25,0.007343750000000001,0.014500000000000002,9.0,12.25,2.2807593749999997,4.512499999999999,11.5,8.166666666666666,0.9407423749999998,1.775,4.375,16.625
345,2000-01-29,13,6.0,1252.0,19.380434750000003,32.5,19.25,30.5,0.010156249999999999,0.0185,9.0,15.75,2.536787125,4.4875,9.5,8.083333333333334,0.7771287499999999,1.3375,14.25,16.208333333333332
358,2000-01-30,13,6.0,1252.0,11.630434750000001,24.0,0.5,22.5,0.0213855,0.02875000000000001,8.5,24.25,1.06175175,2.2874999999999996,7.625,4.208333333333333,0.5674819999999999,1.2625000000000004,0.25,16.75
370,2000-01-31,13,6.0,1252.0,17.29347825,28.5,7.0,26.75,0.012145750000000002,0.0195,10.25,16.5,0.9594932499999999,1.8250000000000002,11.625,3.875,0.6809328750000001,1.3375,8.375,13.625
383,2000-02-01,13,6.0,1252.0,12.608695749999995,25.0,15.0,23.5,0.01542725,0.022000000000000002,9.25,18.5,1.380681625,2.95,8.625,5.958333333333335,0.506816,0.7124999999999999,5.5,10.25
396,2000-02-02,13,6.0,1252.0,15.967391500000003,33.5,19.5,31.75,0.010624999999999999,0.01725,9.25,14.5,2.3884739999999995,4.3999999999999995,8.25,8.083333333333334,0.60543475,1.1375,20.375,12.125
409,2000-02-03,13,6.0,1252.0,17.6943735,27.0,10.25,25.75,0.0143485,0.02525000000000001,12.25,21.5,1.899164,6.887499999999998,8.75,12.208333333333329,0.7036375,1.05,6.0,14.166666666666668
422,2000-02-04,13,6.0,1252.0,20.923912749999996,30.0,17.75,28.25,0.009208249999999996,0.02150000000000001,16.25,18.0,1.18766225,2.0625,11.625,6.375,0.8279665000000002,1.3499999999999994,15.125,16.333333333333332
435,2000-02-05,13,6.0,1252.0,13.60869575,28.75,15.75,27.0,0.014968749999999996,0.026250000000000006,5.0,22.25,0.8243506249999999,2.2375000000000003,8.625,5.083333333333335,0.634397625,1.2249999999999999,11.125,17.54166666666666
448,2000-02-06,13,6.0,1252.0,13.228260749999997,25.25,20.5,23.75,0.01303125,0.02600000000000001,9.0,22.0,1.031655875,1.8625000000000003,7.25,3.833333333333333,0.6890398749999999,1.2375,4.125,16.79166666666666
461,2000-02-07,13,6.0,1252.0,22.08810075,36.0,17.75,34.0,0.00615625,0.014750000000000006,9.0,12.5,1.9379868750000002,3.575,8.875,7.625,1.0490261250000001,2.175,12.25,18.958333333333332
474,2000-02-08,13,6.0,1252.0,24.71946175,41.75,15.0,39.5,0.004708250000000001,0.00975,13.5,8.25,3.1353085000000003,8.6,14.125,14.79166666666667,1.009168,1.475,9.0,18.579545454545457
487,2000-02-09,13,6.0,1252.0,19.41551375,27.25,14.75,25.5,0.011458,0.019750000000000004,20.75,16.75,1.6721590000000002,3.275,7.625,6.416666666666665,0.6612359999999999,0.9500000000000002,2.75,12.25
500,2000-02-10,13,6.0,1252.0,17.597825999999998,29.75,14.75,28.0,0.012166749999999999,0.02025,8.0,17.0,0.8418831250000001,1.45,8.5,2.958333333333333,0.5835825000000001,1.0750000000000002,15.5,12.0
513,2000-02-11,13,6.0,1252.0,16.304347749999998,25.75,7.25,24.5,0.018427000000000006,0.031250000000000014,19.5,26.75,1.2530845,2.65,6.875,4.875,0.611458375,1.0375,4.625,11.54166666666667
526,2000-02-12,13,6.0,1252.0,10.445651999999997,21.25,17.5,20.25,0.025052250000000005,0.030500000000000013,11.0,25.75,0.63425325,0.95,7.375,2.0416666666666665,0.4025588749999999,0.5249999999999999,7.625,7.5
539,2000-02-13,13,6.0,1252.0,6.967391250000002,15.25,14.75,14.25,0.021812250000000002,0.029500000000000012,13.0,25.0,0.638149375,1.025,5.25,1.8333333333333335,0.3699954999999999,0.4749999999999999,4.0,5.75
552,2000-02-14,13,6.0,1252.0,7.891304249999999,20.25,16.75,19.25,0.02569775,0.035,5.0,29.75,0.775974125,1.2875,5.5,3.75,0.331159375,0.5375,16.125,7.75
564,2000-02-15,13,6.0,1335.3333333333333,19.710145,33.666666666666664,14.333333333333334,31.666666666666668,0.010763666666666664,0.021333333333333333,9.666666666666666,18.0,2.0911255,4.766666666666667,8.666666666666666,9.633333333333331,0.7780193333333333,1.866666666666667,9.5,17.433333333333334
576,2000-02-16,13,6.0,1335.3333333333333,22.739130333333332,38.333333333333336,19.0,36.333333333333336,0.011235999999999998,0.021666666666666667,13.333333333333334,18.666666666666668,1.5616883333333333,2.483333333333334,6.333333333333333,5.5,0.769233,1.366666666666667,12.5,15.433333333333332
589,2000-02-17,13,6.0,1335.3333333333333,21.608695666666666,35.666666666666664,19.0,33.666666666666664,0.01,0.02233333333333333,9.333333333333334,19.0,2.574026166666667,5.2,10.0,7.899999999999999,0.8591485,1.5666666666666664,16.333333333333332,16.766666666666666
602,2000-02-18,13,6.0,1335.3333333333333,18.321475666666668,28.333333333333332,8.666666666666666,26.666666666666668,0.008569666666666668,0.01833333333333333,11.0,15.666666666666666,1.7520118333333334,2.6,5.166666666666667,4.833333333333333,0.9291260000000001,2.0333333333333328,7.5,16.2
615,2000-02-19,13,6.0,1335.3333333333333,14.550724666666666,27.333333333333332,7.0,25.666666666666668,0.014624999999999999,0.025333333333333336,9.0,21.333333333333332,1.8417748333333337,3.3333333333333335,10.666666666666666,8.466666666666667,0.5696858333333333,1.0999999999999999,5.0,15.533333333333333
628,2000-02-20,13,6.0,1335.3333333333333,12.449275333333334,22.0,0.3333333333333333,21.0,0.023902666666666666,0.03433333333333335,21.666666666666668,29.333333333333332,1.1528138333333333,2.6,1.0,6.033333333333332,0.4645833333333334,0.7166666666666668,0.0,14.4
641,2000-02-21,13,6.0,1335.3333333333333,12.507246666666665,33.333333333333336,19.0,31.333333333333332,0.023292000000000004,0.03400000000000001,3.0,29.0,1.1077921666666668,2.0833333333333335,18.166666666666668,3.366666666666666,0.3730071666666666,0.7999999999999999,20.5,6.966666666666666
654,2000-02-22,13,6.0,1335.3333333333333,12.231884,27.333333333333332,7.666666666666667,25.666666666666668,0.02955566666666666,0.03600000000000001,14.0,30.666666666666668,0.8138529999999999,1.866666666666667,3.3333333333333335,3.766666666666667,0.4475483333333334,0.8166666666666664,5.333333333333333,8.566666666666666
667,2000-02-23,13,6.0,1252.0,15.266139500000001,30.0,15.5,28.25,0.021072749999999994,0.033000000000000015,10.25,28.0,1.2903138750000003,3.5374999999999996,8.125,6.0,0.5854115000000001,1.0499999999999998,13.75,9.541666666666666
680,2000-02-24,13,6.0,1252.0,16.41551375,28.0,9.75,26.25,0.01892675,0.02725000000000001,9.5,22.75,0.8782738750000001,1.8250000000000002,5.875,3.458333333333333,0.6234086250000002,1.125,6.0,10.875
693,2000-02-25,13,6.0,1252.0,17.323616500000004,30.0,20.0,28.25,0.01666675,0.02650000000000001,16.0,22.25,1.3226191250000001,2.0,9.375,4.375,0.49599174999999995,0.7375,10.375,8.708333333333334
705,2000-02-26,13,6.0,669.0,8.000000333333334,24.0,0.3333333333333333,22.666666666666668,0.03152766666666666,0.03766666666666668,22.333333333333332,32.0,0.8090909999999999,1.4833333333333334,2.8333333333333335,4.866666666666666,0.373762,0.6333333333333334,0.0,10.533333333333333
717,2000-02-27,13,6.0,669.0,5.028326666666667,9.333333333333334,19.0,8.666666666666666,0.03606933333333332,0.04066666666666666,3.6666666666666665,34.666666666666664,0.9820706666666665,2.216666666666667,11.333333333333334,6.133333333333333,0.2970245,0.36666666666666653,6.5,9.133333333333333
730,2000-02-28,13,6.0,1252.0,10.695651999999997,23.75,6.0,22.25,0.029885250000000002,0.03650000000000002,9.0,31.0,0.957954625,2.7,8.125,4.875,0.3831575,0.8500000000000001,9.125,7.833333333333334
743,2000-02-29,13,6.0,1252.0,12.105236999999999,28.0,18.0,26.25,0.024375,0.038750000000000014,9.75,32.75,1.0937499999999998,2.2375,15.0,5.5,0.4125904999999999,0.6875000000000001,17.125,8.041666666666666
756,2000-03-01,13,6.0,1252.0,14.521739250000001,28.75,11.0,27.0,0.020739500000000004,0.031250000000000014,9.75,26.25,2.3362015,5.3625,17.25,9.5,0.6006792499999998,1.3000000000000003,5.875,12.16666666666667
769,2000-03-02,13,6.0,1252.0,12.760869500000002,22.75,7.0,21.25,0.021646000000000002,0.029000000000000012,10.75,24.5,1.0516233750000001,2.15,11.875,5.666666666666665,0.46598725,0.675,5.25,8.625
782,2000-03-03,13,6.0,1252.0,15.952174000000005,27.25,19.0,25.75,0.016529000000000005,0.02825000000000001,9.5,24.0,2.053083,4.6499999999999995,12.0,8.125,0.570820625,0.8999999999999999,11.0,10.79166666666667
795,2000-03-04,13,6.0,1252.0,11.760869750000005,26.25,0.5,24.75,0.024072749999999997,0.032000000000000015,13.0,27.0,0.7909090000000001,1.4875000000000003,3.875,3.833333333333333,0.47459237499999996,0.7375,1.25,8.916666666666666
808,2000-03-05,13,6.0,1252.0,6.978260749999999,16.75,20.0,15.75,0.022073,0.031750000000000014,1.25,26.75,0.45974024999999996,0.9125,4.625,1.4166666666666665,0.38043487499999995,0.625,13.5,6.416666666666665
821,2000-03-06,13,6.0,1252.0,13.473320500000003,22.75,17.5,21.5,0.020260499999999994,0.031000000000000014,15.5,26.25,1.2942532499999997,2.9,10.375,4.666666666666666,0.508409375,0.675,7.75,7.166666666666665
834,2000-03-07,13,6.0,1252.0,14.315217500000001,26.25,5.75,24.75,0.023093749999999996,0.029000000000000012,14.5,24.5,0.6823051250000001,1.2,6.75,1.3333333333333335,0.43965125,0.6749999999999999,5.625,6.666666666666665
847,2000-03-08,13,6.0,1252.0,15.3695655,31.75,9.75,30.0,0.025052250000000005,0.032750000000000015,11.0,27.75,0.9642857499999999,1.8250000000000002,6.5,3.541666666666667,0.46286237499999994,0.9624999999999999,8.75,8.083333333333334
860,2000-03-09,13,6.0,1252.0,12.369564999999998,24.5,16.75,23.25,0.023448,0.038000000000000006,9.0,32.25,0.7264608749999999,1.45,12.375,2.583333333333333,0.392346,0.6999999999999998,15.25,8.041666666666666
873,2000-03-10,13,6.0,1252.0,17.15217375,27.25,13.0,25.75,0.019031249999999996,0.032500000000000015,10.25,27.75,1.741396125,3.8500000000000005,10.5,6.166666666666665,0.6470562500000001,1.4625,5.75,13.66666666666667
886,2000-03-11,13,6.0,1252.0,10.89906825,27.5,15.75,25.75,0.023406,0.03925,10.0,33.25,1.53671525,4.2,10.375,6.541666666666665,0.39701412500000005,0.7250000000000001,13.5,10.04166666666667
899,2000-03-12,13,6.0,1252.0,13.130434499999998,27.0,15.75,25.5,0.01988549999999999,0.036750000000000005,9.5,31.0,2.4194806250000007,4.9875,10.125,8.0,0.47047100000000003,0.7250000000000001,4.625,11.08333333333333
912,2000-03-13,13,6.0,1252.0,14.543478249999998,23.0,7.75,21.75,0.02059375,0.031750000000000014,10.5,26.75,3.6168829999999996,9.0125,12.5,13.625,0.459216375,0.725,4.625,9.0
925,2000-03-14,13,6.0,1252.0,14.413043499999999,29.75,20.75,28.0,0.015833499999999997,0.031250000000000014,9.5,26.75,2.6292206250000003,6.6625,15.875,10.5,0.42327900000000007,0.6874999999999999,17.125,8.66666666666667
938,2000-03-15,13,6.0,1252.0,16.304348,31.0,11.0,29.25,0.022437499999999996,0.03650000000000001,10.25,31.0,2.659902624999999,5.5625,8.5,8.458333333333334,0.541689375,1.0999999999999999,4.625,10.625
951,2000-03-16,13,6.0,1252.0,9.806324,24.5,8.5,23.0,0.029812499999999992,0.0385,9.75,32.5,1.446320375,2.3625,6.0,4.083333333333333,0.333765625,0.525,1.75,7.291666666666666
964,2000-03-17,13,6.0,1252.0,13.904091999999999,29.75,16.75,28.0,0.022654749999999994,0.0385,10.5,32.75,2.9488150000000006,9.45,18.125,14.83333333333333,0.40669925,0.7749999999999999,14.25,8.125
977,2000-03-18,13,6.0,1252.0,14.978261000000002,30.75,17.75,29.0,0.023364499999999996,0.04050000000000001,10.25,34.25,3.402759875,6.974999999999999,12.125,10.458333333333332,0.46952,0.7875000000000001,5.25,8.208333333333334
990,2000-03-19,13,6.0,1252.0,6.380435000000001,17.0,5.5,15.75,0.031010500000000007,0.038250000000000006,10.0,32.25,1.6327921250000001,3.1500000000000004,14.625,5.708333333333335,0.316078,0.48750000000000004,2.25,7.041666666666666
1002,2000-03-20,13,6.0,1252.0,4.4891302500000005,11.5,16.0,10.75,0.03671875,0.04275,9.0,36.25,0.590746625,1.2375000000000003,6.375,3.083333333333333,0.2831068749999999,0.3874999999999999,8.875,5.625
1015,2000-03-21,13,6.0,1252.0,10.510869499999998,32.0,18.75,30.25,0.029021000000000005,0.044750000000000005,9.5,37.75,0.6396103750000001,2.075,15.625,3.875,0.3444519999999999,0.65,16.625,6.083333333333335
1028,2000-03-22,13,6.0,1252.0,15.684782499999995,27.75,3.75,26.0,0.029281500000000012,0.04475000000000001,12.0,38.0,1.6894478750000002,3.8249999999999997,14.875,7.0,0.4937046249999999,1.0499999999999998,5.75,8.625
1041,2000-03-23,13,6.0,1252.0,11.293477999999997,23.75,17.0,22.5,0.028124999999999997,0.03525000000000002,11.0,29.75,1.25,2.1125,11.25,4.916666666666665,0.347939375,0.48750000000000004,15.625,6.666666666666666
1054,2000-03-24,13,6.0,1252.0,13.03260875,24.5,6.5,23.0,0.028447750000000004,0.036500000000000005,9.25,31.0,1.551623375,3.5625,10.375,7.666666666666666,0.4302085,0.8249999999999998,7.375,8.708333333333334
1067,2000-03-25,13,6.0,1252.0,10.47826075,22.0,12.25,20.5,0.029854249999999995,0.04125,9.5,35.25,1.5256493750000004,2.9375,9.0,6.583333333333334,0.35973737499999997,0.5375000000000001,6.625,8.79166666666667
1080,2000-03-26,13,6.0,1252.0,10.95652175,23.25,5.5,21.75,0.03157300000000001,0.041,9.5,35.0,2.28636375,4.9875,13.125,9.66666666666667,0.37538499999999997,0.5375000000000001,1.25,9.0
1093,2000-03-27,13,6.0,1252.0,7.163043249999999,12.75,16.25,11.75,0.032375,0.038,7.5,32.25,0.814772875,1.5750000000000002,7.25,4.375,0.30792587499999996,0.3374999999999999,1.75,6.0
1106,2000-03-28,13,6.0,1252.0,12.59402175,24.25,13.0,23.0,0.0250105,0.03450000000000002,12.5,29.25,1.07031475,1.9750000000000003,9.75,2.7916666666666665,0.41742825000000006,0.65,9.0,6.666666666666665
1119,2000-03-29,13,6.0,1252.0,14.683300249999995,32.0,13.25,30.25,0.027343750000000007,0.041750000000000016,10.5,35.5,1.8682358749999994,5.4,13.0,7.625,0.4793766249999999,0.8499999999999998,9.25,8.208333333333334
1132,2000-03-30,13,6.0,1252.0,13.8566255,35.5,10.75,33.5,0.032895999999999995,0.04800000000000001,10.25,40.75,0.9864177499999998,2.65,5.625,4.0,0.49928825,1.0,7.75,9.25
1145,2000-03-31,13,6.0,1252.0,7.622529500000001,22.5,17.5,21.25,0.03908349999999999,0.04900000000000001,10.25,41.75,0.5237823749999999,0.8625,10.875,1.3333333333333335,0.3904315,0.6875000000000002,9.25,6.083333333333335
1158,2000-04-01,13,6.0,1252.0,11.847826,33.5,21.0,31.75,0.030010249999999995,0.04850000000000001,9.5,41.5,0.8215908749999998,2.1625,20.875,4.541666666666665,0.44943387500000004,0.8625,16.625,7.791666666666665
1171,2000-04-02,13,6.0,1252.0,17.597826,37.5,9.75,35.25,0.03270825,0.057499999999999996,11.0,49.25,2.064123125,4.6125,17.375,7.333333333333335,0.63476,1.0875000000000001,10.0,10.583333333333332
1184,2000-04-03,13,6.0,1252.0,14.260869750000001,30.5,6.0,28.75,0.028301999999999997,0.039500000000000014,10.25,33.5,2.202272625,5.062499999999999,9.125,8.583333333333332,0.5377945000000001,0.8875000000000001,6.125,9.125
1197,2000-04-04,13,6.0,1252.0,8.586956249999998,14.5,12.25,13.5,0.028093750000000008,0.033750000000000016,8.25,28.75,0.9871753750000001,1.6125000000000003,10.125,4.0,0.39730537499999996,0.49999999999999994,6.125,5.958333333333335
1210,2000-04-05,13,6.0,1252.0,12.758281500000004,23.0,11.0,22.0,0.024312499999999997,0.030500000000000013,10.25,25.75,1.4053571249999999,2.6000000000000005,13.375,5.833333333333335,0.42772400000000005,0.5499999999999999,8.0,6.708333333333335
1223,2000-04-06,13,6.0,1252.0,12.750000000000004,25.25,20.0,23.75,0.028343499999999997,0.03925,9.25,33.25,1.4558442500000002,2.6000000000000005,13.875,5.693181818181819,0.42884962499999996,0.5249999999999999,10.375,4.95
1236,2000-04-07,13,6.0,1252.0,15.456521750000002,24.5,9.75,23.25,0.0326355,0.046750000000000014,14.25,39.75,1.8657468750000001,3.7625,11.625,6.69318181818182,0.49979612500000004,0.6874999999999999,8.375,6.299999999999999
1249,2000-04-08,13,6.0,1252.0,6.8913045,9.75,4.0,9.0,0.03276025,0.03625000000000002,9.5,30.75,0.8511363750000001,1.2,10.5,2.75,0.35681612500000004,0.42500000000000004,1.75,4.7250000000000005
1262,2000-04-09,13,6.0,1252.0,5.46739125,10.5,17.5,10.0,0.03211474999999999,0.039,8.5,33.0,1.1175323750000001,2.5250000000000004,14.75,7.75,0.320244625,0.3875000000000001,7.5,4.050000000000001
1275,2000-04-10,13,6.0,1252.0,13.7608695,24.25,15.25,22.75,0.024260500000000008,0.03500000000000002,12.25,29.75,1.61931825,3.1999999999999997,10.625,6.5,0.4340578749999999,0.725,8.875,6.5
1288,2000-04-11,13,6.0,1252.0,18.282608749999998,32.0,14.75,30.25,0.024447999999999994,0.036250000000000004,9.0,30.75,2.7073051249999995,6.3625,15.875,11.33333333333333,0.4973733749999999,0.7125000000000001,8.25,7.75
1301,2000-04-12,13,6.0,1252.0,14.869564999999994,30.0,8.75,28.25,0.022239750000000003,0.033000000000000015,9.25,28.0,1.671590875,3.6875,6.5,8.458333333333334,0.4168025000000001,0.7499999999999999,5.5,7.833333333333334
1314,2000-04-13,13,6.0,1252.0,7.945652250000001,19.75,5.0,18.75,0.029989500000000006,0.039,9.0,33.0,0.6623376250000002,1.3500000000000003,4.875,2.833333333333333,0.33405787500000006,0.5125,5.0,7.0
1327,2000-04-14,13,6.0,1252.0,11.42391325,24.0,5.25,22.5,0.026250000000000006,0.03600000000000001,9.0,30.75,1.1470778750000001,2.3125000000000004,14.625,5.0,0.41483262500000007,0.7624999999999998,6.75,6.958333333333335
1340,2000-04-15,13,6.0,1252.0,6.521739,11.75,14.25,10.75,0.029687499999999995,0.03575000000000002,8.75,30.25,0.6417207500000001,1.3250000000000002,7.875,3.5,0.32975537499999996,0.38750000000000007,7.0,4.875
1353,2000-04-16,13,6.0,1252.0,8.44565225,17.5,11.75,16.5,0.022948,0.030500000000000013,15.25,25.75,0.6452921250000001,1.4750000000000003,7.25,3.791666666666667,0.38847387499999997,0.5875000000000001,11.75,7.041666666666665
1366,2000-04-17,13,6.0,1252.0,10.119565250000003,19.25,11.0,18.25,0.031031250000000003,0.0415,9.5,35.25,0.8204545,1.5375,7.375,2.916666666666667,0.382375875,0.5875,7.125,6.166666666666665
1379,2000-04-18,13,6.0,1252.0,10.358695749999999,23.0,8.0,21.75,0.029468749999999995,0.045250000000000005,10.25,38.25,1.6160716250000005,4.0125,13.75,6.375,0.403505,0.7625000000000001,5.875,6.333333333333335
1392,2000-04-19,13,6.0,1252.0,12.9891305,25.0,5.25,23.75,0.028343749999999987,0.0415,10.0,35.0,2.6211037499999996,5.4875,13.25,11.95833333333333,0.41050725,0.8125000000000001,5.75,7.166666666666665
1405,2000-04-20,13,6.0,1252.0,11.226778249999997,22.0,9.5,21.0,0.03414575,0.05300000000000002,10.25,44.75,1.9041667500000001,4.4375,14.75,9.625,0.36348412500000005,0.6125,6.5,7.083333333333334
1418,2000-04-21,13,6.0,1252.0,10.393774750000002,22.5,5.5,21.25,0.0319815,0.03700000000000001,12.0,31.25,1.2381493749999999,2.8625,4.125,7.041666666666666,0.38263549999999996,0.5874999999999999,6.875,7.541666666666666
1431,2000-04-22,13,6.0,1252.0,5.021739499999998,9.75,10.75,9.25,0.03600000000000001,0.04200000000000001,12.5,35.75,0.9436687499999998,1.9125,9.375,5.375,0.31333775,0.4,5.625,4.5
1444,2000-04-23,13,6.0,1252.0,4.891304249999999,11.75,20.5,11.0,0.035323,0.044750000000000005,8.75,38.0,1.29772725,2.5250000000000004,12.625,4.458333333333333,0.32835149999999996,0.4125,9.0,5.041666666666665
1457,2000-04-24,13,6.0,1252.0,10.5700485,20.75,9.0,19.75,0.034278249999999996,0.04650000000000001,11.25,39.25,1.8724396249999997,4.2875,10.5,7.875,0.4331533749999999,0.7000000000000001,6.875,7.541666666666666
1470,2000-04-25,13,6.0,1252.0,9.900147999999998,22.25,8.75,20.75,0.024642249999999997,0.03575000000000001,3.75,30.25,1.760845875,3.4124999999999996,8.5,7.083333333333334,0.38840375000000005,0.5499999999999999,7.0,7.166666666666666
1483,2000-04-26,13,6.0,1252.0,12.086956750000002,23.75,12.5,22.5,0.033385250000000005,0.048500000000000015,10.5,41.25,2.105032375,5.725,16.125,9.875,0.42481875,0.7624999999999998,4.875,8.291666666666666
