,Date Local,County Code,State Code,Site Num,NO2 Mean,NO2 1st Max Value,NO2 1st Max Hour,NO2 AQI,O3 Mean,O3 1st Max Value,O3 1st Max Hour,O3 AQI,SO2 Mean,SO2 1st Max Value,SO2 1st Max Hour,SO2 AQI,CO Mean,CO 1st Max Value,CO 1st Max Hour,CO AQI
10047,2002-02-21,13,6.0,1252.0,12.020256999999997,21.75,16.25,20.5,0.00982275,0.019,9.75,16.25,0.658116875,1.1125,9.0,3.964285714285715,0.46226725000000013,0.8375000000000001,10.5,10.089285714285714
10060,2002-02-22,13,6.0,1252.0,13.270703749999997,21.75,7.75,20.5,0.017797999999999994,0.030750000000000013,23.0,26.25,0.8198322499999999,2.15,11.25,5.357142857142857,0.5215323749999999,0.7749999999999998,3.875,10.25
10073,2002-02-23,13,6.0,1252.0,7.934782499999999,20.0,20.0,19.0,0.028219000000000008,0.03975,4.5,33.75,0.3493506250000001,0.6625,5.625,2.232142857142857,0.322169375,0.6124999999999999,16.75,8.89285714285714
10086,2002-02-24,13,6.0,1252.0,10.826087000000001,26.0,18.75,24.75,0.014447750000000002,0.030000000000000013,9.75,25.5,1.0576297499999998,2.5999999999999996,14.0,8.23214285714286,0.441712,0.8625000000000003,16.25,10.821428571428571
10099,2002-02-25,13,6.0,1252.0,16.021739250000003,34.25,18.5,32.5,0.013781249999999997,0.029750000000000013,9.5,25.5,0.857143,1.725,9.5,4.875,0.57182975,1.0625000000000002,12.25,10.89285714285714
10112,2002-02-26,13,6.0,1252.0,19.78260875,36.25,19.5,34.25,0.01432275,0.034000000000000016,9.75,29.0,0.9490262500000001,2.4000000000000004,9.75,5.44642857142857,0.6893341249999999,1.2875000000000003,11.25,13.10714285714286
10125,2002-02-27,13,6.0,1252.0,19.923913,38.75,16.25,36.75,0.013073,0.031000000000000014,10.25,26.25,0.741720875,1.975,9.5,5.035714285714285,0.6942936249999999,1.3875,9.875,13.69642857142857
10138,2002-02-28,13,6.0,1252.0,18.095907999999998,38.25,14.25,36.25,0.023903250000000008,0.0415,22.5,35.25,0.8520697499999998,2.2625,15.625,4.92857142857143,0.653125875,1.3625000000000003,7.5,12.39285714285714
10151,2002-03-01,13,6.0,1252.0,9.217391250000002,29.5,19.0,28.0,0.028708500000000012,0.03875,0.0,33.0,0.522077875,1.6500000000000004,11.25,5.160714285714285,0.3317029999999999,0.6250000000000001,6.0,7.75
10164,2002-03-02,13,6.0,1252.0,12.369565249999999,31.75,19.0,30.0,0.022260250000000006,0.03900000000000001,9.5,33.0,0.5993507499999999,1.7750000000000001,18.25,7.357142857142859,0.36582887499999994,0.8874999999999998,16.0,7.892857142857144
10177,2002-03-03,13,6.0,1252.0,18.880435000000002,38.0,20.0,35.75,0.022572749999999996,0.04725000000000001,10.5,40.25,1.033117,3.4124999999999996,7.375,6.285714285714285,0.56807075,0.9125000000000001,9.875,8.732142857142856
10190,2002-03-04,13,6.0,1252.0,20.2826085,37.25,12.25,35.0,0.030687249999999992,0.05175000000000002,11.25,44.0,1.4476056250000002,3.2,11.75,6.267857142857144,0.6387455000000001,1.1874999999999998,4.25,11.714285714285712
10203,2002-03-05,13,6.0,1252.0,14.330039750000001,28.75,10.5,27.25,0.023333500000000004,0.0345,6.25,29.25,0.745092,1.7750000000000001,11.25,5.517857142857144,0.4510065,0.75,6.375,9.089285714285714
10216,2002-03-06,13,6.0,1252.0,9.188735250000002,22.5,10.0,21.25,0.023010500000000003,0.030250000000000013,10.25,25.5,0.412662375,1.2375,5.125,4.5,0.363508875,0.6124999999999999,8.5,7.541666666666666
10229,2002-03-07,13,6.0,1252.0,6.956521500000002,20.25,7.5,19.0,0.02893725,0.035750000000000004,14.5,30.5,0.6214285,1.8625,18.75,4.75,0.31634962499999997,0.48749999999999993,5.125,6.916666666666666
10243,2002-03-08,13,6.0,1003.6,13.939130600000002,29.4,14.2,27.8,0.01875,0.034600000000000006,9.8,29.2,1.0537538000000002,3.05,9.4,6.1,0.4073914,0.8399999999999999,9.8,6.985714285714286
10257,2002-03-09,13,6.0,1003.6,15.539130400000008,28.8,5.6,27.2,0.021358399999999996,0.03360000000000002,14.4,28.6,1.1142744,3.3200000000000003,10.6,5.466666666666666,0.4713405,0.69,3.1,7.516666666666666
10271,2002-03-10,13,6.0,1003.6,6.8608694,15.0,15.0,14.0,0.029758399999999997,0.04060000000000001,10.0,34.6,1.1349294,2.59,11.4,4.35,0.3033152,0.45,7.5,5.383333333333335
10285,2002-03-11,13,6.0,1003.6,11.295651999999999,21.4,9.8,20.2,0.0214666,0.030600000000000016,9.6,25.8,1.4203218000000002,4.02,12.7,6.733333333333334,0.3565036999999999,0.59,4.8,6.033333333333335
10299,2002-03-12,13,6.0,1003.6,9.226087200000004,19.8,2.8,18.4,0.029566600000000005,0.03680000000000001,17.4,31.4,1.1031619999999998,3.1199999999999997,12.1,6.2,0.2635507,0.37,0.4,6.7714285714285705
10313,2002-03-13,13,6.0,1003.6,6.646790600000001,21.8,8.6,20.8,0.032705,0.038400000000000004,8.4,32.6,1.2422332,1.9899999999999998,9.9,3.6625,0.2195522,0.37000000000000005,4.9,6.275
10327,2002-03-14,13,6.0,1003.6,8.8608696,20.4,12.0,19.2,0.026424999999999997,0.03580000000000001,10.2,30.4,1.6873123000000003,5.43,10.9,9.3375,0.24014509999999997,0.39,7.6,4.225
10341,2002-03-15,13,6.0,1003.6,8.217391199999998,18.8,9.0,17.6,0.0336334,0.04080000000000001,9.6,34.6,1.1421061,2.25,8.4,4.975,0.2730071,0.45000000000000007,2.4,6.3875
10355,2002-03-16,13,6.0,1003.6,4.547825800000001,8.8,14.2,8.4,0.03900839999999999,0.04200000000000001,8.4,35.8,1.4382610000000002,2.4899999999999998,6.1,4.142857142857143,0.22673910000000003,0.2599999999999999,0.6,3.8714285714285714
10369,2002-03-17,13,6.0,1003.6,6.443478200000001,18.2,18.8,17.2,0.03421680000000001,0.04100000000000001,9.0,34.6,1.4100169,2.2600000000000002,10.9,3.5857142857142854,0.2519928,0.41000000000000003,13.4,4.5
10383,2002-03-18,13,6.0,1003.6,10.504348,27.6,20.0,26.0,0.026075000000000008,0.03980000000000001,9.4,33.8,2.0160532000000004,4.45,15.0,7.2857142857142865,0.2759056999999999,0.47000000000000003,15.1,5.185714285714285
10397,2002-03-19,13,6.0,1003.6,19.365217200000004,34.0,13.0,32.2,0.0158166,0.03460000000000002,10.2,29.2,3.2122642999999997,5.819999999999999,10.2,9.514285714285712,0.4665763,0.8199999999999997,7.5,8.17142857142857
10410,2002-03-20,13,6.0,1003.6,16.939130400000003,31.4,10.8,29.6,0.027200000000000002,0.04220000000000001,11.0,35.8,2.5061604,4.92,12.4,7.385714285714286,0.4204166000000001,0.7199999999999999,2.6,8.071428571428571
10423,2002-03-21,13,6.0,1003.6,16.211066999999996,30.6,7.8,28.8,0.0271002,0.03880000000000001,10.6,32.8,2.7053358000000007,6.92,10.8,11.785714285714288,0.3700544,0.6900000000000002,5.5,7.857142857142856
10436,2002-03-22,13,6.0,1003.6,12.5739132,21.0,10.2,19.8,0.026033199999999996,0.03520000000000002,22.4,29.8,1.0597516000000002,1.8199999999999998,11.4,4.2375,0.2893296,0.41,7.0,5.375
10448,2002-03-23,13,6.0,1003.6,5.1304348000000015,9.4,8.8,8.6,0.0366584,0.03900000000000001,10.8,33.0,1.1157370000000004,1.7299999999999998,7.9,3.775,0.2096014,0.2799999999999999,1.6,4.825
10461,2002-03-24,13,6.0,1003.6,5.434782599999999,13.2,19.8,12.2,0.03324999999999999,0.04020000000000001,8.8,34.2,1.4685827000000002,3.41,15.8,8.75,0.19813410000000004,0.29,8.8,3.1125
10474,2002-03-25,13,6.0,1003.6,14.458799199999998,29.4,17.8,27.6,0.022156799999999997,0.034600000000000006,9.4,29.4,2.5430952,6.179999999999999,12.9,11.725,0.3282396,0.5599999999999999,9.6,6.4125
10487,2002-03-26,13,6.0,1003.6,13.826087000000001,26.6,15.0,25.0,0.02190820000000001,0.038800000000000015,10.2,33.0,2.3920383999999997,6.55,16.4,11.9875,0.3871014,0.7499999999999998,5.3,8.4
10500,2002-03-27,13,6.0,1003.6,14.811857600000002,28.2,11.8,26.6,0.022033400000000005,0.037800000000000014,10.2,32.2,2.1847176,5.42,12.8,9.9,0.3663027,0.6100000000000001,3.5,7.2375
10514,2002-03-28,13,6.0,1003.6,16.731752399999998,29.2,16.8,27.4,0.023276200000000004,0.03680000000000001,10.0,31.2,2.729350599999999,8.02,13.4,12.325,0.3524834,0.57,4.0,7.1
10528,2002-03-29,13,6.0,1003.6,17.1051384,29.2,17.2,27.6,0.022566600000000003,0.034200000000000015,14.8,29.0,3.4965754,7.81,13.3,13.2875,0.3524250000000001,0.48,5.3,5.3375
10542,2002-03-30,13,6.0,1003.6,14.617391400000006,28.2,20.8,26.6,0.024816799999999997,0.04080000000000002,7.6,34.4,3.0524789000000006,10.22,14.4,14.2625,0.36306170000000004,0.51,9.8,6.225
10556,2002-03-31,13,6.0,1003.6,14.704347799999999,25.2,14.4,23.6,0.024583399999999995,0.042200000000000015,10.0,36.0,3.3345735999999997,10.209999999999999,16.2,17.711111111111112,0.37605070000000007,0.5700000000000001,3.3,6.777777777777777
10570,2002-04-01,13,6.0,1003.6,18.313043400000005,31.6,11.2,29.8,0.026041599999999998,0.038400000000000004,14.6,32.6,2.7338001000000003,9.48,15.5,16.470588235294116,0.4937136999999998,0.85,11.0,9.066666666666666
10584,2002-04-02,13,6.0,1003.6,10.608695399999998,17.8,6.6,16.6,0.03446679999999999,0.03960000000000001,14.8,33.4,1.3024166999999998,2.8500000000000005,9.8,6.3625,0.3941847,0.46999999999999986,3.1,5.825
10598,2002-04-03,13,6.0,1003.6,8.3142294,14.4,8.4,13.4,0.03598320000000001,0.03860000000000001,9.6,32.6,0.8685280999999998,1.59,8.6,4.8875,0.31345370000000006,0.38,3.8,4.7625
10612,2002-04-04,13,6.0,1003.6,9.0521738,15.8,12.6,14.8,0.02998340000000001,0.03460000000000001,1.4,29.4,1.0152907,2.09,12.5,5.0125,0.27873200000000004,0.37,7.6,4.4625
10626,2002-04-05,13,6.0,1003.6,12.333596799999999,22.4,5.4,21.2,0.021750200000000004,0.027400000000000015,9.2,23.0,1.2761207,2.99,13.9,5.9,0.31960150000000004,0.5799999999999998,5.4,5.4875
10639,2002-04-06,13,6.0,1003.6,6.626086800000001,13.8,12.6,12.8,0.029466799999999998,0.03460000000000002,9.4,29.4,2.3049068000000004,7.710000000000001,10.3,10.6,0.25742760000000003,0.35000000000000003,6.4,3.8875
10652,2002-04-07,13,6.0,1003.6,7.278260799999998,16.4,20.4,15.4,0.028241600000000006,0.03680000000000001,9.8,31.2,2.9758103000000005,11.790000000000001,13.8,17.475,0.265634,0.38,14.1,3.7125
10665,2002-04-08,13,6.0,1003.6,9.278260999999999,17.0,10.8,15.8,0.024274800000000006,0.028600000000000014,12.0,24.2,0.8509656,1.6900000000000002,11.6,5.15,0.3194023,0.41999999999999993,5.7,4.575
10678,2002-04-09,13,6.0,1003.6,11.277018399999996,18.2,9.4,17.2,0.0174584,0.02260000000000001,1.6,19.2,1.7049785,3.4899999999999998,12.9,6.1875,0.3245949,0.42000000000000004,7.0,5.1375
10691,2002-04-10,13,6.0,1003.6,7.8956522000000025,17.0,13.8,16.0,0.025291599999999997,0.03280000000000002,9.2,27.8,2.0503839,6.119999999999999,11.8,10.7,0.2556522,0.35,4.5,4.45
10704,2002-04-11,13,6.0,1003.6,11.318840399999997,21.4,8.4,20.0,0.019193999999999996,0.027000000000000014,8.8,23.0,3.4217965,8.479999999999999,11.6,15.55,0.3075388,0.41000000000000003,6.2,5.25
10717,2002-04-12,13,6.0,1003.6,11.878261000000002,21.8,15.6,20.6,0.0223082,0.039000000000000014,10.0,33.2,3.8410505,11.310000000000002,13.5,23.4375,0.35711949999999987,0.6399999999999999,9.1,6.075
10731,2002-04-13,13,6.0,1003.6,12.130434800000002,20.4,6.0,19.2,0.022125000000000006,0.043600000000000014,10.4,37.0,3.8696386999999994,9.719999999999999,13.4,16.4125,0.39144929999999994,0.5199999999999999,6.2,6.2375
10745,2002-04-14,13,6.0,1003.6,4.6695654000000015,9.6,3.0,9.0,0.031175200000000004,0.049200000000000015,19.6,41.8,1.9657709,7.38,9.6,11.875,0.2863588000000001,0.41,0.8,6.1875
10759,2002-04-15,13,6.0,1003.6,5.676521799999999,13.0,20.4,12.0,0.0361666,0.044600000000000015,0.0,37.6,1.2537229,2.59,8.5,5.5375,0.22515319999999997,0.32000000000000006,11.1,3.625
10773,2002-04-16,13,6.0,1003.6,6.984980200000001,17.6,4.6,16.6,0.037696600000000004,0.04340000000000001,10.4,36.6,0.6770346,1.6800000000000002,9.2,6.1625,0.2838629000000001,0.36,3.4,3.8875
10787,2002-04-17,13,6.0,1003.6,6.568322799999999,16.8,5.6,15.8,0.034449999999999995,0.04040000000000001,9.8,34.4,0.9847185999999999,1.86,7.9,5.8375,0.2650125,0.36000000000000004,3.1,4.45
10801,2002-04-18,13,6.0,1003.6,8.0347824,19.8,8.2,18.6,0.02983320000000001,0.03940000000000001,10.2,33.6,1.2750311,3.3200000000000003,9.1,7.7875,0.31956399999999996,0.5000000000000002,7.3,4.9875
10815,2002-04-19,13,6.0,1003.6,9.278260799999996,25.4,11.2,23.8,0.028383399999999996,0.04260000000000001,9.6,36.2,1.8524394000000002,7.95,11.5,15.0375,0.35335159999999993,0.6199999999999999,9.6,5.6375
10829,2002-04-20,13,6.0,1003.6,8.460869599999999,19.6,3.6,18.4,0.033074999999999986,0.04100000000000001,11.2,34.8,1.3739978000000002,6.1099999999999985,4.3,12.1625,0.3708514,0.4999999999999999,2.6,5.575
10843,2002-04-21,13,6.0,1003.6,9.1304346,20.8,16.0,19.6,0.035425,0.05040000000000002,10.4,42.8,2.2922757000000002,9.209999999999999,17.5,14.775,0.34775370000000005,0.48,11.3,5.525
10857,2002-04-22,13,6.0,1003.6,14.130434799999994,30.8,9.0,29.0,0.0314498,0.052400000000000016,11.4,44.4,1.6182552000000001,4.709999999999999,15.3,9.5125,0.48117769999999993,0.9899999999999999,6.7,8.9875
10870,2002-04-23,13,6.0,1003.6,14.139130399999999,29.0,6.6,27.4,0.0359668,0.05180000000000003,13.0,43.8,1.4621419000000004,5.389999999999999,15.3,9.775,0.44041990000000003,0.8700000000000001,6.5,8.175
10884,2002-04-24,13,6.0,1003.6,8.504347799999998,19.8,9.4,18.8,0.030641800000000014,0.03780000000000001,4.2,32.0,1.0129812999999999,1.9899999999999998,11.4,7.1625,0.2552173999999999,0.37,2.7,4.075
10898,2002-04-25,13,6.0,1003.6,9.078260999999998,19.2,6.0,18.0,0.0330666,0.044600000000000015,21.8,37.8,1.0516496999999998,2.49,9.8,6.4125,0.2740217,0.4,6.1,3.9375
10912,2002-04-26,13,6.0,1003.6,6.1391306,13.0,11.8,12.0,0.037175200000000005,0.04540000000000001,4.8,38.4,0.5258554999999998,1.0900000000000003,10.6,3.55,0.24916490000000002,0.34,4.1,3.3125
10926,2002-04-27,13,6.0,1004.0,4.72826075,8.75,19.25,8.25,0.039948,0.04675000000000001,11.25,39.75,0.7911348749999999,1.3250000000000002,9.125,3.214285714285715,0.24098725000000004,0.31250000000000006,9.5,3.767857142857143
10940,2002-04-28,13,6.0,1004.0,7.0652174999999975,16.75,12.5,15.75,0.041145750000000016,0.05175000000000002,9.75,43.75,1.88527675,4.187499999999999,13.5,10.85714285714286,0.27438862499999994,0.3875,4.625,5.42857142857143
10954,2002-04-29,13,6.0,1003.6,10.049275199999997,21.6,8.0,20.4,0.03535720000000002,0.04380000000000001,10.2,37.2,1.5178749999999999,2.8899999999999997,8.3,5.3375,0.30236950000000007,0.42000000000000004,10.7,5.7625
10967,2002-04-30,13,6.0,1003.6,9.139130599999998,20.0,5.6,18.8,0.03340839999999999,0.03840000000000001,10.2,32.8,1.1922811000000002,2.5799999999999996,12.5,7.2,0.31739129999999993,0.48,5.9,5.1875
10981,2002-05-01,13,6.0,1003.6,9.0521738,18.8,11.4,17.8,0.032558199999999995,0.039800000000000016,11.2,33.6,1.20476,2.97,11.5,6.95,0.31027179999999993,0.41000000000000003,8.7,4.85
10995,2002-05-02,13,6.0,1003.6,7.7565219999999995,16.4,6.6,15.4,0.033549800000000005,0.03720000000000001,15.4,31.6,0.5642518000000001,1.26,4.7,5.75,0.31400360000000005,0.37000000000000005,4.1,4.9
11009,2002-05-03,13,6.0,1003.6,9.034782600000002,17.8,19.8,16.8,0.029650000000000003,0.036400000000000016,9.6,31.2,0.7436704000000001,2.05,12.9,6.325,0.3094201,0.39999999999999997,10.5,5.6375
11023,2002-05-04,13,6.0,1003.6,10.113043400000002,18.2,10.6,17.0,0.03352499999999999,0.04520000000000001,9.0,38.2,2.0139807000000003,6.089999999999999,11.5,9.7625,0.34298920000000005,0.41,4.6,5.95
11037,2002-05-05,13,6.0,1003.6,8.417391400000001,15.4,8.8,14.4,0.031016400000000006,0.041200000000000014,7.6,35.0,2.0432695,5.8199999999999985,12.5,10.575,0.3317753,0.41999999999999993,2.2,5.7375
11051,2002-05-06,13,6.0,1003.6,9.382608800000003,16.2,6.6,15.4,0.032458400000000005,0.03860000000000001,12.8,32.8,0.5150196999999999,1.1900000000000002,3.2,3.9375,0.29480080000000003,0.3900000000000001,4.3,5.95
11065,2002-05-07,13,6.0,1003.6,11.7913046,27.6,16.6,25.8,0.0335332,0.04500000000000002,9.0,38.4,1.5781705,5.419999999999999,16.9,11.6125,0.29123190000000004,0.41000000000000003,10.8,4.7875
11079,2002-05-08,13,6.0,1003.6,14.401580999999997,30.2,9.6,28.4,0.032358399999999995,0.04640000000000001,10.6,39.4,2.3293797999999994,6.82,7.0,10.3,0.4052651000000001,0.8400000000000001,7.6,7.4875
11093,2002-05-09,13,6.0,1003.6,8.617391399999999,16.8,4.2,15.8,0.03513320000000001,0.03980000000000001,10.8,33.6,0.746392,1.4600000000000002,11.7,5.12857142857143,0.2655797999999999,0.36,6.4,3.8142857142857145
11107,2002-05-10,13,6.0,1003.6,8.444306399999999,18.8,20.6,17.6,0.031291599999999996,0.04080000000000002,9.6,34.6,1.1409891,3.3600000000000003,12.3,8.0,0.2740918,0.39,12.8,5.1875
11121,2002-05-11,13,6.0,1003.6,9.591304399999999,20.4,12.4,19.2,0.034216600000000014,0.04900000000000002,10.0,41.6,1.9670808000000002,5.619999999999999,12.4,9.9375,0.33148540000000004,0.43999999999999995,6.7,4.8
11135,2002-05-12,13,6.0,1003.6,10.3826086,21.6,6.4,20.4,0.03888319999999999,0.0548,10.6,49.8,2.9039469,7.99,12.1,14.6,0.3577719,0.47000000000000003,4.3,5.7875
11149,2002-05-13,13,6.0,1003.6,9.2086956,17.4,4.4,16.4,0.03641680000000001,0.04380000000000001,9.0,37.0,2.568848000000001,10.63,8.0,15.925,0.28369569999999994,0.3300000000000001,2.0,5.1125
11163,2002-05-14,13,6.0,1003.6,11.365217399999999,21.6,17.0,20.4,0.031891600000000006,0.04260000000000001,10.8,36.0,1.7607960999999999,4.659999999999999,11.7,9.475,0.28855070000000005,0.35,3.8,4.675
11177,2002-05-15,13,6.0,1003.6,12.259288600000001,20.0,13.8,18.8,0.031166800000000022,0.03940000000000001,10.0,33.6,2.1950867,5.749999999999998,11.6,10.625,0.33163050000000005,0.44000000000000006,13.0,5.1875
11191,2002-05-16,13,6.0,1252.0,11.78051125,19.5,8.5,18.5,0.03495425,0.042000000000000016,8.0,35.75,1.3922311250000001,3.7750000000000004,10.5,7.410714285714285,0.33417325,0.45,6.875,5.232142857142857
11205,2002-05-17,13,6.0,1252.0,9.278468,17.5,5.25,16.5,0.03357275,0.04025,18.75,34.0,0.805681625,1.7625000000000002,11.125,5.232142857142856,0.27710925,0.38750000000000007,4.875,5.107142857142857
11219,2002-05-18,13,6.0,1252.0,6.108695750000001,9.75,16.0,9.0,0.04075,0.04900000000000001,8.0,41.5,1.033116875,2.6875,14.0,4.714285714285715,0.205729375,0.24999999999999992,1.375,3.25
11233,2002-05-19,13,6.0,1252.0,6.565217250000001,14.0,7.75,13.0,0.03206250000000001,0.03825,14.0,32.5,0.380681625,0.8999999999999999,5.0,3.053571428571428,0.24404425,0.36250000000000004,8.125,4.375
11247,2002-05-20,13,6.0,1252.0,6.3090062499999995,17.25,6.0,16.25,0.0345625,0.04,9.5,34.0,0.31655849999999996,0.6125,2.5,2.732142857142857,0.251501,0.375,5.875,4.25
11261,2002-05-21,13,6.0,1003.6,7.554699999999999,14.2,10.0,13.4,0.032981800000000006,0.04060000000000001,10.6,34.4,1.3094818000000001,3.15,11.8,5.7,0.2927881,0.39,4.7,4.25
11274,2002-05-22,13,6.0,1003.6,9.046224200000001,19.4,8.6,18.2,0.0306156,0.04220000000000001,10.6,35.8,1.6104116999999998,3.8199999999999994,12.1,7.125,0.3054944,0.5,4.1,4.7875
11288,2002-05-23,13,6.0,1003.6,12.380008199999995,24.6,11.8,23.2,0.0303958,0.04720000000000001,10.4,39.8,1.9600129,4.919999999999999,13.3,11.225,0.3304522,0.5399999999999999,9.1,6.0375
11302,2002-05-24,13,6.0,1003.6,15.6669566,30.0,6.8,28.2,0.033200400000000005,0.05140000000000002,11.2,43.4,2.9938554999999996,9.879999999999999,14.3,17.0625,0.38124660000000005,0.61,6.5,6.95
11316,2002-05-25,13,6.0,1003.6,9.356521800000001,16.6,3.2,15.8,0.03294999999999999,0.04440000000000001,10.8,37.4,1.5210389,3.5799999999999996,5.9,6.2375,0.3237681,0.41,3.7,6.0875
11330,2002-05-26,13,6.0,1003.6,4.539130199999999,9.2,16.4,8.6,0.025328400000000008,0.029200000000000014,7.6,24.6,0.3119932,0.86,6.4,8.8875,0.27309780000000006,0.32000000000000006,2.3,4.175
11343,2002-05-27,13,6.0,1254.0,5.2065217499999985,10.5,19.75,9.75,0.0192395,0.02675000000000001,9.5,22.75,1.3455675,3.0999999999999996,16.625,10.535714285714288,0.27081075,0.3,5.0,4.30357142857143
11355,2002-05-28,13,6.0,1003.6,8.589233799999999,14.6,14.2,13.6,0.018772199999999992,0.027000000000000014,10.8,23.0,1.8440316999999997,4.12,8.7,9.614285714285712,0.3034549,0.37,8.8,4.042857142857143
11368,2002-05-29,13,6.0,1003.6,10.6521738,17.0,12.6,16.0,0.017166399999999995,0.03400000000000001,9.6,28.8,1.5658810000000003,3.02,11.0,7.5875,0.3669353000000001,0.51,10.8,5.95
11381,2002-05-30,13,6.0,1003.6,11.781817999999996,22.0,17.2,20.6,0.0213368,0.03440000000000001,12.4,29.2,1.0989920999999998,2.75,8.9,5.45,0.40452070000000007,0.4800000000000001,3.7,5.925
11395,2002-05-31,13,6.0,1003.6,10.294685999999999,18.0,5.4,17.0,0.033270799999999996,0.04420000000000002,9.4,37.2,1.4186634000000002,3.4199999999999995,13.1,7.15,0.3679697,0.47000000000000003,2.9,5.35
11409,2002-06-01,13,6.0,1003.6,5.1565216,11.2,7.8,10.4,0.03480820000000001,0.040400000000000005,7.6,34.2,0.5776568,1.3599999999999999,7.2,4.35,0.3425907,0.3800000000000001,2.8,4.5375
11423,2002-06-02,13,6.0,1003.6,5.408695600000001,11.0,16.6,10.4,0.034010200000000004,0.04060000000000001,10.0,34.4,0.8423942,1.95,6.8,4.7625,0.33117749999999996,0.4000000000000001,9.7,4.5375
11437,2002-06-03,13,6.0,1003.6,11.221387799999997,21.4,19.4,20.0,0.02803479999999999,0.03480000000000001,7.6,29.4,1.3792341999999997,3.65,13.1,6.5375,0.3861647,0.5100000000000001,11.6,5.55
11451,2002-06-04,13,6.0,1003.6,12.829399599999999,22.0,11.4,20.6,0.028787200000000002,0.04700000000000001,9.8,39.8,2.2201626,4.76,12.7,9.4,0.3736262,0.48999999999999994,7.6,5.725
11465,2002-06-05,13,6.0,1003.6,13.782608599999998,20.8,10.2,19.6,0.024691800000000003,0.043200000000000016,9.2,36.4,2.2724731000000005,4.72,15.1,8.8625,0.424674,0.5399999999999999,4.7,5.9
11479,2002-06-06,13,6.0,1003.6,14.706279999999998,22.4,4.8,21.2,0.03360340000000001,0.04960000000000002,10.2,43.0,1.9586431999999998,3.6199999999999997,9.8,6.9125,0.4004456000000001,0.54,3.7,5.725
11493,2002-06-07,13,6.0,1003.6,12.588932799999998,20.6,9.0,19.4,0.029724799999999996,0.03960000000000001,9.6,33.4,1.4534437999999998,3.25,11.7,5.975,0.3865332,0.45,6.0,5.725
11507,2002-06-08,13,6.0,1003.6,6.617391200000003,13.8,1.0,13.0,0.035800000000000005,0.047000000000000014,8.6,40.0,2.3144268999999995,5.119999999999999,11.7,9.6625,0.3147282,0.43000000000000005,1.6,4.8375
11521,2002-06-09,13,6.0,1003.6,3.869565200000001,13.6,17.0,13.0,0.0370332,0.04520000000000001,9.6,38.2,1.6752852,4.72,9.7,9.65,0.26813400000000004,0.41000000000000003,8.6,4.1875
11535,2002-06-10,13,6.0,1003.6,10.0074534,28.4,14.6,26.8,0.035009799999999994,0.05180000000000003,9.8,43.8,2.0333409999999996,7.4799999999999995,19.1,14.0875,0.377516,0.6599999999999999,14.5,6.2625
11549,2002-06-11,13,6.0,1003.6,12.102371400000001,26.2,3.0,24.6,0.04054999999999999,0.0556,9.6,49.2,2.5108694999999996,7.159999999999999,11.4,13.5375,0.4470175,0.76,5.7,7.1625
11563,2002-06-12,13,6.0,1003.6,8.031225400000004,13.6,6.4,12.6,0.0374168,0.04480000000000001,9.4,38.2,1.314823,2.6499999999999995,6.5,7.442857142857143,0.375392,0.45,6.1,4.828571428571428
11576,2002-06-13,13,6.0,1003.6,8.139130399999999,13.4,7.4,12.6,0.03377520000000002,0.037000000000000005,10.0,31.4,1.7675946000000002,3.15,5.6,6.214285714285715,0.36164850000000004,0.41000000000000003,3.6,5.014285714285714
11590,2002-06-14,13,6.0,1003.6,8.8027102,16.4,16.2,15.2,0.0342582,0.04040000000000001,9.6,34.0,1.3455628000000002,1.8299999999999996,4.4,3.6857142857142846,0.3520027,0.43000000000000005,9.6,5.185714285714285
11603,2002-06-15,13,6.0,1003.6,8.0869566,13.6,11.2,12.8,0.0378084,0.04740000000000001,9.4,40.2,1.7107679,3.3899999999999997,10.1,6.657142857142856,0.34972839999999994,0.41,4.4,4.914285714285715
11616,2002-06-16,13,6.0,1003.6,6.1565216,12.2,16.2,11.2,0.030350000000000005,0.03840000000000001,5.2,32.6,1.3979050999999998,3.1800000000000006,5.2,7.3,0.33693829999999997,0.41000000000000003,6.3,4.45
11629,2002-06-17,13,6.0,1003.6,8.382608800000002,14.6,6.0,13.6,0.02284160000000001,0.03480000000000001,9.6,29.4,2.2210221,4.680000000000001,11.6,9.414285714285713,0.3441846999999999,0.45000000000000007,6.8,4.9
11643,2002-06-18,13,6.0,1003.6,9.591304399999999,17.2,21.4,16.0,0.020633399999999996,0.029800000000000014,9.0,25.2,2.0856239,3.09,10.3,5.97142857142857,0.3715761000000001,0.4400000000000001,10.1,4.9
11657,2002-06-19,13,6.0,1003.6,12.486128600000004,22.0,13.4,20.6,0.0251334,0.038800000000000015,9.8,33.0,1.8890741000000006,3.879999999999999,9.2,6.4571428571428555,0.35731879999999994,0.4700000000000001,5.5,5.185714285714285
11671,2002-06-20,13,6.0,1003.6,8.0434784,14.0,7.2,13.0,0.029883400000000004,0.03580000000000001,17.0,30.6,1.4036702,2.8200000000000003,5.8,5.825,0.26798940000000004,0.35000000000000003,3.8,4.4875
11685,2002-06-21,13,6.0,1003.6,4.436328399999998,7.2,8.0,7.0,0.031432,0.03520000000000001,1.4,30.0,0.9996383999999999,1.86,6.7,4.725,0.2281892,0.2700000000000001,5.5,3.075
