,Date Local,CO Mean
71,2000-03-12,2.2995470000000005
72,2000-03-13,3.149547
73,2000-03-14,2.199638
74,2000-03-15,1.5361415
75,2000-03-16,1.0511774999999999
76,2000-03-17,0.6789775
77,2000-03-18,1.0227355
78,2000-03-19,1.34846
79,2000-03-20,0.225453
80,2000-03-21,0.4377715
81,2000-03-22,0.6730075
82,2000-03-23,0.8081520000000001
83,2000-03-24,1.402462
84,2000-03-25,1.4318840000000002
85,2000-03-26,1.0602354999999999
86,2000-03-27,0.8274455000000001
87,2000-03-28,0.274366
88,2000-03-29,0.6725545
89,2000-03-30,0.429529
90,2000-03-31,0.5308710000000001
91,2000-04-01,0.8094205
92,2000-04-02,0.9768120000000001
93,2000-04-03,1.0953805
94,2000-04-04,1.1215579999999998
95,2000-04-05,1.4490944999999995
96,2000-04-06,0.9254530000000001
97,2000-04-07,1.127841
98,2000-04-08,0.4913949999999999
99,2000-04-09,0.2147645
100,2000-04-10,0.4031705
101,2000-04-11,0.85625
102,2000-04-12,1.11404
103,2000-04-13,0.5160325
104,2000-04-14,0.277841
105,2000-04-15,0.35000000000000003
106,2000-04-16,0.5355979999999999
107,2000-04-17,0.416576
108,2000-04-18,0.331975
109,2000-04-19,0.5986415
110,2000-04-20,0.9934784999999999
111,2000-04-21,0.428409
112,2000-04-22,0.2406705
113,2000-04-23,0.5164854999999999
114,2000-04-24,1.2160325
115,2000-04-25,1.729348
116,2000-04-26,1.217935
117,2000-04-27,0.6964675
118,2000-04-28,0.26496200000000003
119,2000-04-29,0.405616
120,2000-04-30,0.6354165
121,2000-06-01,0.6
122,2000-06-02,0.4723485
123,2000-06-03,0.5317029999999999
124,2000-06-04,0.334058
125,2000-06-05,0.18931199999999998
126,2000-06-06,0.416938
127,2000-06-07,0.27635849999999995
128,2000-06-08,0.1875
129,2000-06-09,0.368371
130,2000-06-10,0.5387685000000001
131,2000-06-11,0.5958335
132,2000-06-12,0.8699275
133,2000-06-13,1.190308
134,2000-06-14,1.2310685
135,2000-06-15,1.0082425000000002
136,2000-06-16,0.8185610000000001
137,2000-06-17,0.465761
138,2000-06-18,0.4660325
139,2000-06-19,0.5980075
140,2000-06-20,0.6850545
141,2000-06-21,0.7553445000000001
142,2000-06-22,0.6440215
143,2000-06-23,0.6020835
144,2000-06-24,0.444837
145,2000-06-25,0.4250905
146,2000-06-26,0.299638
147,2000-06-27,0.5480075
148,2000-06-28,0.5907610000000001
149,2000-06-29,0.4642045
150,2000-06-30,0.412953
151,2000-07-01,0.39311599999999997
152,2000-07-02,0.2251815
153,2000-07-03,0.010688
154,2000-07-04,0.0086955
155,2000-07-05,0.236051
156,2000-07-06,0.1875
157,2000-07-07,0.3270835
158,2000-07-08,0.4423915
159,2000-07-09,0.3935685
160,2000-07-10,0.426087
161,2000-07-11,0.6148549999999999
162,2000-07-12,0.6660325
163,2000-07-13,0.627355
164,2000-07-14,0.659091
165,2000-07-15,0.3634965
166,2000-07-16,0.11929349999999997
167,2000-07-17,0.384692
168,2000-07-18,0.3690215
169,2000-07-19,0.389221
170,2000-07-20,0.526087
171,2000-07-21,0.6039775000000001
172,2000-07-22,0.557971
173,2000-07-23,0.562862
174,2000-07-24,0.4126815
175,2000-07-25,0.489221
176,2000-07-26,0.500362
177,2000-07-27,0.6407609999999999
178,2000-07-28,0.928409
179,2000-07-29,0.5969205
180,2000-07-30,0.5508149999999999
181,2000-07-31,0.5874095
182,2000-08-01,0.7151270000000001
183,2000-08-02,0.6188405
184,2000-08-03,0.716938
185,2000-08-04,0.874811
186,2000-08-05,0.35317049999999994
187,2000-08-06,0.4106880000000001
188,2000-08-07,0.540489
189,2000-08-08,0.5358695
190,2000-08-09,0.5424815000000001
191,2000-08-10,0.4230075
192,2000-08-11,0.580357
193,2000-08-12,0.5897645
194,2000-08-13,0.6469205
195,2000-08-14,0.7490034999999999
196,2000-08-15,0.7958335
197,2000-08-16,0.7761365
198,2000-08-17,0.42926450000000005
199,2000-08-21,0.3863635
200,2000-08-22,0.5641305
201,2000-08-23,0.6897645
202,2000-08-24,0.952083
203,2000-08-25,0.619475
204,2000-08-26,0.34791700000000003
205,2000-08-27,0.29375
206,2000-08-28,0.4020835
207,2000-08-29,0.4520835
208,2000-08-30,0.3895835
209,2000-08-31,0.2274455
210,2000-09-01,0.195652
211,2000-09-02,0.16875
212,2000-09-03,0.15000000000000002
213,2000-09-04,0.30833350000000004
214,2000-09-05,0.3625
215,2000-09-06,0.3895835
216,2000-09-07,0.60774
217,2000-09-27,0.5393939999999999
218,2000-09-28,0.4770835
219,2000-09-29,1.0083335
220,2000-09-30,1.1208334999999998
221,2000-10-01,2.5354165
222,2000-10-02,0.78125
223,2000-10-03,0.7104165
224,2000-10-04,0.4895835
225,2000-10-05,0.8838345
226,2000-10-06,0.9625
227,2000-10-07,0.3729165
228,2000-10-08,0.6479165
229,2000-10-09,0.37916700000000003
230,2000-10-10,0.189583
231,2000-10-11,0.1104165
232,2000-10-12,0.11875
233,2000-10-13,0.47644899999999996
234,2000-10-14,0.9354165000000001
235,2000-10-15,1.15
236,2000-10-16,1.2104165
237,2000-10-17,0.947917
238,2000-10-18,1.1781705
239,2000-10-19,1.3948055000000004
240,2000-10-20,1.825298
241,2000-10-21,0.7751815
242,2000-10-22,0.44067049999999997
243,2000-10-23,0.3208335
244,2000-10-24,1.072192
245,2000-10-25,1.3211050000000002
246,2000-10-26,0.5298915
247,2000-10-27,0.363447
248,2000-10-28,0.4718295
249,2000-10-29,0.466214
250,2000-10-30,0.2336955
251,2000-10-31,0.4423915000000001
252,2000-11-01,1.4720110000000002
253,2000-11-02,2.2394925
254,2000-11-03,0.6642045
255,2000-11-04,1.27654
256,2000-11-05,1.6750904999999998
257,2000-11-06,1.2589675
258,2000-11-07,0.660145
259,2000-11-08,1.385326
260,2000-11-09,0.8624999999999999
261,2000-11-10,0.280888
262,2000-11-11,0.37029
263,2000-11-12,0.6791665
264,2000-11-13,1.8927535
265,2000-11-14,2.2571555
266,2000-11-15,1.5511774999999999
267,2000-11-16,1.633877
268,2000-11-17,0.9022725
269,2000-11-18,1.1486415
270,2000-11-19,1.3653080000000002
271,2000-11-20,2.0597825000000003
272,2000-11-21,4.1596015
273,2000-11-22,3.9304925000000006
274,2000-11-23,2.114402
275,2000-11-24,3.7759055
276,2000-11-25,3.090761
277,2000-11-26,4.315308
278,2000-11-27,2.681975
279,2000-11-28,4.2075000000000005
280,2000-11-29,2.8012685
281,2000-11-30,1.742935
282,2000-12-01,1.780871
283,2000-12-02,2.1072465
284,2000-12-03,1.5828805000000001
285,2000-12-04,1.30471
286,2000-12-05,1.695199
287,2000-12-06,2.6712860000000003
288,2000-12-07,1.75154
289,2000-12-08,2.096212
290,2000-12-09,2.013949
291,2000-12-10,1.6818840000000002
292,2000-12-11,1.4897645000000002
293,2000-12-12,1.900634
294,2000-12-13,1.5483695000000002
295,2000-12-14,2.140489
296,2000-12-15,2.575568
297,2000-12-16,1.8403080000000005
298,2000-12-17,1.3051629999999999
299,2000-12-18,0.8891305
300,2000-12-19,2.3236415
301,2000-12-20,7.1519925
302,2000-12-21,6.759239000000001
303,2000-12-22,4.410038
304,2000-12-23,2.1855075
305,2000-12-24,2.4488225000000003
306,2000-12-25,0.8660325000000001
307,2000-12-26,0.760688
308,2000-12-27,1.4274455
309,2000-12-28,1.7624095000000002
310,2000-12-29,3.0763255000000003
311,2000-12-30,2.522373
312,2000-12-31,2.9445650000000003
313,2001-03-01,1.0414855
314,2001-03-02,0.7742425000000001
315,2001-03-03,0.6527175000000001
316,2001-03-04,0.7305250000000001
317,2001-03-05,1.0487315
318,2001-03-06,0.7067935000000001
319,2001-03-07,1.0645835
320,2001-03-08,2.2267210000000004
321,2001-03-09,0.8897725000000001
322,2001-03-10,0.240761
323,2001-03-11,0.325362
324,2001-03-12,0.6852355
325,2001-03-13,0.32318800000000003
326,2001-03-14,0.8923915000000001
327,2001-03-15,1.2237315
328,2001-03-16,0.9535985
329,2001-03-17,1.2594205
330,2001-03-18,2.3208335
331,2001-03-19,0.9259965
332,2001-03-20,0.882971
333,2001-03-21,1.2970110000000001
334,2001-03-22,0.8931159999999999
335,2001-03-23,0.7564390000000001
336,2001-03-24,1.3979165
337,2001-03-25,0.707337
338,2001-03-26,0.44519899999999996
339,2001-03-27,1.1522645
340,2001-03-28,1.052627
341,2001-03-29,0.8461955
342,2001-03-30,0.9642045
343,2001-03-31,0.8613225
344,2001-04-01,0.6861415
345,2001-04-02,0.5167575
346,2001-04-03,0.495562
347,2001-04-04,0.34275350000000004
348,2001-04-05,0.34275350000000004
349,2001-04-06,0.371591
350,2001-04-07,0.5317029999999999
351,2001-04-09,0.30625
352,2001-04-10,0.3065215
353,2001-04-11,0.37029
354,2001-04-12,0.6032609999999999
355,2001-04-13,0.7437499999999999
356,2001-04-14,0.4255435
357,2001-04-15,0.8065215000000001
358,2001-04-16,0.7535324999999999
359,2001-04-17,0.627989
360,2001-04-18,0.8901270000000001
361,2001-04-19,0.4029765
362,2001-04-20,0.41022749999999997
363,2001-04-21,0.3065215
364,2001-04-22,0.7831520000000001
365,2001-04-23,0.6343295
366,2001-04-24,0.5192935000000001
367,2001-04-25,1.046584
368,2001-04-26,1.163447
369,2001-04-27,0.6807970000000001
370,2001-04-28,0.58904
371,2001-04-29,0.603442
372,2001-04-30,1.048098
373,2001-05-01,0.7097399999999999
374,2001-05-02,0.4
375,2001-05-03,0.313587
376,2001-05-04,0.40018899999999996
377,2001-05-05,0.7192029999999999
378,2001-05-06,0.8252714999999999
379,2001-05-07,1.2402175
380,2001-05-08,0.6679350000000001
381,2001-05-09,0.946739
382,2001-05-10,0.7200755000000001
383,2001-05-11,0.7737314999999999
384,2001-05-12,0.6748185
385,2001-05-13,0.7061595
386,2001-05-14,0.8789855000000001
387,2001-05-15,0.8447465000000001
388,2001-05-16,0.758877
389,2001-05-17,0.6363225
390,2001-05-18,0.7098485000000001
391,2001-05-19,0.5527175
392,2001-05-20,0.7461955
393,2001-05-21,0.9001815000000001
394,2001-05-22,0.7680250000000001
395,2001-05-23,0.6009055
396,2001-05-24,0.730888
397,2001-05-25,0.8952655
398,2001-05-26,0.792663
399,2001-05-27,0.487047
400,2001-05-28,0.431884
401,2001-05-29,0.7793479999999999
402,2001-05-30,0.953714
403,2001-05-31,1.0166665000000001
404,2001-06-01,0.8416665000000001
405,2001-06-02,0.5314315000000001
406,2001-06-03,0.22536199999999998
407,2001-06-04,0.2214675
408,2001-06-05,0.511051
409,2001-06-06,0.698279
410,2001-06-07,0.891395
411,2001-06-08,0.6856059999999999
412,2001-06-09,0.5060685
413,2001-06-10,0.3613225
414,2001-06-11,0.475
415,2001-06-12,0.28079699999999996
416,2001-06-13,0.276902
417,2001-06-14,0.8227355000000001
418,2001-06-15,1.7020834999999999
419,2001-06-16,0.6318840000000001
420,2001-06-17,0.488587
421,2001-06-18,0.6990035
422,2001-06-19,0.8533514999999999
423,2001-06-20,0.8015399999999999
424,2001-06-21,0.8960144999999999
425,2001-06-22,0.7791665000000001
426,2001-06-23,0.45661199999999996
427,2001-06-24,0.1127715
428,2001-06-25,0.413134
429,2001-06-26,0.16757249999999999
430,2001-06-27,0.395652
431,2001-06-28,0.2192935
432,2001-06-29,0.39659099999999997
433,2001-06-30,0.5749095000000001
434,2001-07-01,0.6785325
435,2001-07-02,0.7846920000000001
436,2001-07-03,0.789855
437,2001-07-04,0.7530795
438,2001-07-05,0.8852355000000001
439,2001-07-06,0.8676765000000001
440,2001-07-13,0.356548
441,2001-07-14,0.4971920000000001
442,2001-07-15,0.2552535
443,2001-07-16,0.1872285
444,2001-07-17,0.3766305
445,2001-07-18,0.369837
446,2001-07-19,0.2469205
447,2001-07-20,0.5022725
448,2001-07-21,0.450815
449,2001-07-22,0.41929350000000004
450,2001-07-23,0.276449
451,2001-07-24,0.601902
452,2001-07-25,0.5325185
453,2001-07-26,0.6594205
454,2001-07-27,0.722538
455,2001-07-28,0.528623
456,2001-07-29,0.47038050000000003
457,2001-07-30,0.5144925
458,2001-07-31,0.38740949999999996
459,2001-08-01,0.4214675
460,2001-08-02,0.532065
461,2001-08-03,0.4486745
462,2001-08-04,0.39384050000000004
463,2001-08-05,0.5093295
464,2001-08-06,0.737862
465,2001-08-07,0.5995469999999999
466,2001-08-08,0.5894020000000001
467,2001-08-09,0.647011
468,2001-08-10,0.6950755000000001
469,2001-08-11,0.4377715000000001
470,2001-08-12,0.3809785
471,2001-08-13,0.49375
472,2001-08-14,0.4874615
473,2001-08-15,0.5383225
474,2001-08-16,0.589221
475,2001-08-17,0.4770835
476,2001-08-18,0.469837
477,2001-08-19,0.44855100000000003
478,2001-08-20,0.47626850000000004
479,2001-08-21,0.378261
480,2001-08-22,0.085145
481,2001-08-23,0.443025
482,2001-08-24,0.7745470000000001
483,2001-08-25,0.7690215
484,2001-08-26,0.4927535
485,2001-08-27,0.5195649999999999
486,2001-08-28,0.646558
487,2001-08-29,0.5719204999999999
488,2001-08-30,0.582699
489,2001-08-31,0.43882550000000003
490,2001-09-01,0.5895835
491,2001-09-02,0.657699
492,2001-09-03,0.8149455
493,2001-09-04,0.7223729999999999
494,2001-09-05,0.6487314999999999
495,2001-09-06,0.4655795
496,2001-09-07,0.775947
497,2001-09-08,0.7041665
498,2001-09-09,0.823098
499,2001-09-10,0.779529
500,2001-09-11,0.6588769999999999
501,2001-09-12,0.6167575000000001
502,2001-09-13,0.810779
503,2001-09-14,0.6375
504,2001-09-15,0.6557065
505,2001-09-16,0.44737299999999997
506,2001-09-17,0.508424
507,2001-09-18,0.598913
508,2001-09-19,0.908424
509,2001-09-20,0.5839675
510,2001-09-21,0.4634470000000001
511,2001-09-22,0.352989
512,2001-09-23,0.4811595
513,2001-09-24,0.4788045
514,2001-09-25,0.8740945
515,2001-09-26,1.3625905
516,2001-09-27,0.8683709999999999
517,2001-09-28,0.7889489999999999
518,2001-09-29,0.738225
519,2001-09-30,0.48686599999999997
520,2001-10-01,0.4807065
521,2001-10-02,0.645652
522,2001-10-03,0.8864129999999999
523,2001-10-04,0.6146739999999999
524,2001-10-05,0.719129
525,2001-10-06,0.3763585
526,2001-10-07,0.2596015
527,2001-10-08,0.6275360000000001
528,2001-10-09,0.8730075
529,2001-10-10,0.8574275
530,2001-10-11,1.5618659999999998
531,2001-10-12,0.56553
532,2001-10-13,2.5469205
533,2001-10-14,2.8639490000000003
534,2001-10-15,4.7987315000000015
535,2001-10-16,2.149547
536,2001-10-17,2.975568
537,2001-10-18,1.79846
538,2001-10-19,2.8952655
539,2001-10-20,3.7239129999999996
540,2001-10-21,1.0042575
541,2001-10-22,0.518116
542,2001-10-23,1.423188
543,2001-10-24,1.0791665000000001
544,2001-10-25,1.044565
545,2001-10-26,1.2160985
546,2001-10-27,0.6315215000000001
547,2001-10-28,0.721377
548,2001-10-29,0.8577899999999999
549,2001-10-30,2.2595110000000003
550,2001-10-31,0.41150349999999997
551,2001-11-01,1.0759965
552,2001-11-02,1.461553
553,2001-11-03,0.9499095
554,2001-11-04,0.5301629999999999
555,2001-11-05,0.9453805
556,2001-11-06,1.6336050000000002
557,2001-11-07,1.465942
558,2001-11-08,0.8144925000000001
559,2001-11-09,0.5876889999999999
560,2001-11-10,0.9691120000000001
561,2001-11-11,1.3262684999999999
562,2001-11-12,0.691214
563,2001-11-13,0.321377
564,2001-11-14,0.9538045
565,2001-11-15,1.0611415000000002
566,2001-11-16,2.9558709999999997
567,2001-11-17,1.4594205
568,2001-11-18,1.3886775
569,2001-11-19,1.0873184999999999
570,2001-11-20,1.859058
571,2001-11-21,3.0420290000000003
572,2001-11-22,1.760598
573,2001-11-23,1.0541665
574,2001-11-24,3.294112
575,2001-11-25,0.427355
576,2001-11-26,0.7843294999999999
577,2001-11-27,0.5582425
578,2001-11-28,1.2029889999999999
579,2001-11-29,1.5121380000000002
580,2001-11-30,1.8541665
581,2001-12-01,2.5264490000000004
582,2001-12-02,2.752355
583,2001-12-03,1.806703
584,2001-12-04,0.6397645000000001
585,2001-12-05,1.312953
586,2001-12-06,1.2269925000000002
587,2001-12-07,0.8867424999999999
588,2001-12-08,1.1481880000000002
589,2001-12-09,1.125634
590,2001-12-10,0.357337
591,2001-12-11,1.040308
592,2001-12-12,3.9375905
593,2001-12-13,4.5030795
594,2001-12-14,3.9632574999999997
595,2001-12-15,0.3917575
596,2001-12-16,0.931884
597,2001-12-17,1.8207425
598,2001-12-18,1.9545290000000002
599,2001-12-19,2.658605
600,2001-12-20,2.8913045000000004
601,2001-12-21,0.461553
602,2001-12-22,1.4861415
603,2001-12-23,3.1063405
604,2001-12-24,0.7622285
605,2001-12-25,1.206703
606,2001-12-26,2.304348
607,2001-12-27,2.277989
608,2001-12-28,2.9416665
609,2001-12-29,2.8497285
610,2001-12-30,2.0294380000000003
611,2001-12-31,2.186051
612,2002-01-01,1.8886474999999998
613,2002-01-02,3.033424
614,2002-01-03,0.8615035
615,2002-01-04,0.9227275
616,2002-01-05,1.5387685
617,2002-01-06,1.3589675
618,2002-01-07,1.282699
619,2002-01-08,1.656612
620,2002-01-09,2.3523549999999998
621,2002-01-10,0.5962860000000001
622,2002-01-11,1.185606
623,2002-01-12,1.7280794999999998
624,2002-01-13,2.0810685
625,2002-01-14,5.424366
626,2002-01-15,0.939312
627,2002-01-16,0.9378620000000001
628,2002-01-17,1.563225
629,2002-01-18,1.3079545
630,2002-01-19,0.933786
631,2002-01-20,1.2019925
632,2002-01-21,1.884692
633,2002-01-22,1.796286
634,2002-01-23,0.3575185
635,2002-01-24,0.9477355
636,2002-01-25,1.4613635
637,2002-01-26,1.7843295
638,2002-01-27,2.7247285
639,2002-01-28,0.5018119999999999
640,2002-01-29,0.5
641,2002-01-30,0.6127715
642,2002-01-31,1.7384965
643,2002-02-01,1.3077655000000001
644,2002-02-02,2.1297099999999998
645,2002-02-03,2.9880435000000003
646,2002-02-04,1.1432064999999998
647,2002-02-05,1.4932065
648,2002-02-06,3.7104165
649,2002-02-07,3.372464
650,2002-02-08,3.064394
651,2002-02-09,0.616395
652,2002-02-10,0.419837
653,2002-02-11,1.097011
654,2002-02-12,1.905888
655,2002-02-13,3.6586955000000003
656,2002-02-14,3.9252714999999996
657,2002-02-15,1.9738634999999998
658,2002-02-16,1.4774455
659,2002-02-17,0.6859599999999999
660,2002-02-18,0.4171195
661,2002-02-19,1.47971
662,2002-02-20,1.375
663,2002-02-21,0.8710145
664,2002-02-22,1.2054924999999999
665,2002-02-23,2.722826
666,2002-02-24,1.549547
667,2002-02-25,2.4729165
668,2002-02-26,1.0740035
669,2002-02-27,2.3210145
670,2002-02-28,1.4161229999999998
671,2002-03-01,0.746212
672,2002-03-02,1.028714
673,2002-03-03,0.586051
674,2002-03-04,1.1086049999999998
675,2002-03-05,1.7
676,2002-03-06,1.700325
677,2002-03-07,0.2615035
678,2002-03-08,0.4655300000000001
679,2002-03-09,0.9230075000000001
680,2002-03-10,0.5924815
681,2002-03-11,0.6748185
682,2002-03-12,1.245471
683,2002-03-13,0.7495470000000001
684,2002-03-14,0.44076099999999996
685,2002-03-15,0.405871
686,2002-03-16,0.280888
687,2002-03-17,0.331884
688,2002-03-18,0.4091485
689,2002-03-19,1.072645
690,2002-03-20,1.555888
691,2002-03-21,0.9309785
692,2002-03-22,1.2096589999999998
693,2002-03-23,0.3572465
694,2002-03-24,0.35960149999999996
695,2002-03-25,0.7846920000000001
696,2002-03-26,1.2666665000000001
697,2002-03-27,1.537302
698,2002-03-28,0.5785715
699,2002-03-29,0.7622285
700,2002-03-30,0.9965579999999999
701,2002-03-31,1.383786
702,2002-04-01,2.0104165000000003
703,2002-04-02,1.104348
704,2002-04-03,1.1027175
705,2002-04-04,1.071558
706,2002-04-12,0.880871
707,2002-04-13,0.6935685
708,2002-04-14,1.1759965
709,2002-04-15,0.469203
710,2002-04-16,0.476812
711,2002-04-17,0.3550725
712,2002-04-18,0.3403985
713,2002-04-19,0.26950749999999996
714,2002-04-20,0.343388
715,2002-04-21,0.4961955
716,2002-04-22,0.99529
717,2002-04-23,0.4567030000000001
718,2002-04-24,0.48768149999999993
719,2002-04-25,0.43577899999999997
720,2002-04-26,0.338447
721,2002-04-27,0.215036
722,2002-04-28,0.3917575
723,2002-04-29,0.6825185
724,2002-04-30,0.344565
725,2002-05-01,0.3575185
726,2002-05-02,0.4149455
727,2002-05-03,0.705303
728,2002-05-04,0.5126815
729,2002-05-05,0.3104165
730,2002-05-06,0.484964
731,2002-05-07,0.4231880000000001
732,2002-05-08,0.3365035
733,2002-05-09,0.731703
734,2002-05-10,0.232197
735,2002-05-11,0.4401269999999999
736,2002-05-12,0.48387700000000006
737,2002-05-13,0.3846015
738,2002-05-14,0.3528985
739,2002-05-15,0.5722825
740,2002-05-16,0.6130435000000001
741,2002-05-17,0.7276514999999999
742,2002-05-18,0.5780795000000001
743,2002-05-19,0.46757250000000006
744,2002-05-20,0.380435
745,2002-05-21,0.35117750000000003
746,2002-05-22,0.576902
747,2002-05-23,0.6596015000000001
748,2002-05-24,0.8107955
749,2002-05-25,0.5575185
750,2002-05-26,0.4247285
751,2002-05-27,0.6108695
752,2002-05-28,0.7155795
753,2002-05-29,1.0152175
754,2002-05-30,0.9855075000000001
755,2002-05-31,0.5537880000000001
756,2002-06-01,0.161413
757,2002-06-02,0.1873185
758,2002-06-03,0.3005435
759,2002-06-04,0.8778985000000001
760,2002-06-05,1.123913
761,2002-06-06,1.034058
762,2002-06-07,0.5011365
763,2002-06-08,0.4167575
764,2002-06-09,0.24039850000000001
765,2002-06-10,0.4258150000000001
766,2002-06-11,0.498188
767,2002-06-12,0.5993660000000001
768,2002-06-13,0.444565
769,2002-06-14,0.34886350000000005
770,2002-06-15,0.3563405
771,2002-06-16,0.46123149999999996
772,2002-06-17,0.6144925000000001
773,2002-06-18,0.3041665
774,2002-06-19,0.451087
775,2002-06-20,0.43179350000000005
776,2002-06-21,0.2988635
777,2002-06-22,0.119384
778,2002-06-23,0.4166665
779,2002-06-24,0.5977355
780,2002-06-25,0.6483694999999999
781,2002-06-26,0.308152
782,2002-06-27,0.1914855
783,2002-06-28,0.4539775
784,2002-06-29,0.3791665
785,2002-06-30,0.26793500000000003
786,2002-07-01,0.42726450000000005
787,2002-07-02,0.5783514999999999
788,2002-07-03,0.1149455
789,2002-07-04,0.606703
790,2002-07-05,0.48049250000000004
791,2002-07-06,0.5172100000000001
792,2002-07-07,0.5637685
793,2002-07-08,0.7281704999999999
794,2002-07-09,0.6825185
795,2002-07-10,0.7042575
796,2002-07-11,0.765942
797,2002-07-12,0.7685609999999999
798,2002-07-13,0.5936595
799,2002-07-14,0.5038045
800,2002-07-15,0.5065215000000001
801,2002-07-16,0.5402175
802,2002-07-17,0.551087
803,2002-07-18,0.580797
804,2002-07-19,0.4748110000000001
805,2002-07-20,0.304348
806,2002-07-21,0.355163
807,2002-07-22,0.43179350000000005
808,2002-07-23,0.3809785
809,2002-07-24,0.41929350000000004
810,2002-07-25,0.485145
811,2002-07-26,0.4801135000000001
812,2002-07-27,0.3145835
813,2002-07-28,0.1269925
814,2002-07-29,0.2112315
815,2002-07-30,0.2509055
816,2002-07-31,0.34076100000000004
817,2002-08-01,0.52346
818,2002-08-02,0.485038
819,2002-08-03,0.380525
820,2002-08-04,0.41503599999999996
821,2002-08-05,0.397464
822,2002-08-06,0.41684799999999994
823,2002-08-07,0.316848
824,2002-08-08,0.45117749999999995
825,2002-08-09,0.5214015000000001
826,2002-08-10,0.7317935
827,2002-08-11,0.642029
828,2002-08-12,0.8192935000000001
829,2002-08-13,0.9172100000000001
830,2002-08-14,1.044837
831,2002-08-15,0.993297
832,2002-08-16,1.0553445
833,2002-08-17,1.023279
834,2002-08-18,1.0019019999999998
835,2002-08-19,0.99375
836,2002-08-20,1.078442
837,2002-08-21,0.8907609999999999
838,2002-08-22,0.7062499999999999
839,2002-08-23,0.741848
840,2002-08-24,0.4126815
841,2002-08-25,0.5085145000000001
842,2002-08-26,0.950815
843,2002-08-27,0.897373
844,2002-08-28,0.6531705000000001
845,2002-08-29,0.8531704999999999
846,2002-08-30,1.027355
847,2002-08-31,1.0009055
848,2002-09-01,1.0525360000000001
849,2002-09-02,1.341214
850,2002-09-03,1.311413
851,2002-09-04,1.459058
852,2002-09-05,1.2692935
853,2002-09-06,0.8477275
854,2002-09-07,0.331703
855,2002-09-08,0.4938405
856,2002-09-09,0.5903079999999999
857,2002-09-10,0.738611
858,2002-09-11,1.4252715
859,2002-09-12,1.056612
860,2002-09-13,0.81875
861,2002-09-14,0.69221
862,2002-09-15,0.5687500000000001
863,2002-09-16,0.32074250000000004
864,2002-09-17,0.5402175
865,2002-09-18,0.6363225
866,2002-09-19,1.1649455
867,2002-09-20,3.049432
868,2002-09-21,0.8199274999999999
869,2002-09-22,0.9127715
870,2002-09-23,0.655616
871,2002-09-24,0.8902174999999999
872,2002-09-25,0.9803445
873,2002-09-26,0.640127
874,2002-09-27,0.27197
875,2002-09-28,0.3487315
876,2002-09-29,0.18904
877,2002-09-30,0.25108699999999995
878,2002-10-01,0.2361415
879,2002-10-02,0.33260850000000003
880,2002-10-03,0.928442
881,2002-10-04,1.7797345000000002
882,2002-10-05,0.870199
883,2002-10-06,0.5605979999999999
884,2002-10-07,0.7694749999999999
885,2002-10-08,1.7428445
886,2002-10-09,1.8376815
887,2002-10-10,1.2535325000000002
888,2002-10-11,1.411932
889,2002-10-12,0.7209239999999999
890,2002-10-13,0.7573369999999999
891,2002-10-14,0.8875905000000001
